Pathway	ID1	ID7	ID13	ID19	ID25	ID31	ID37	ID43	ID49	ID55	ID61	ID67	ID73	ID79	ID85	ID91	ID97	ID103	ID109	ID115
LACTOSECAT-PWY: lactose and galactose degradation I_meta	2.7553662634442	2.93389942212203	2.20751258494355	0	0	0	3.88417687572535	0	2.93009982095819	5.09945170769335	0	3.99752340813752	0	3.73211613094091	3.91140481438743	4.63551508694006	1.98051997365602	0	4.11185698730673	2.66015463665909
LACTOSECAT-PWY: lactose and galactose degradation I|g__Enterococcus.s__Enterococcus_faecalis_meta	0	0	0	0	0	0	0	0	2.00610577130156	2.41848190640676	0	0	0	0	0	0	0	0	2.36896161147915	0
P161-PWY: acetylene degradation|unclassified_meta	3.4956435519541	2.01246672184191	2.23868210319698	3.42528493319122	0	2.76565222023848	0	0	3.59216203461213	4.47695833377251	0	0	0	3.02793321334198	2.83350741845916	0	3.7758343711764	2.95369078575398	3.82572410184178	2.18153322050721
PWY-1042: glycolysis IV (plant cytosol)|unclassified_meta	4.71511816313562	3.78805714544475	4.95029063308714	4.60606978123093	3.54419177519277	3.75594446847796	4.02381121910348	3.25705368674876	4.74619220369998	4.97252489764652	2.91497764585886	3.32168869803906	3.78513464180308	4.00324118805642	4.31316143360814	4.41270374341639	4.03188210679025	4.28851783141616	5.23421608314145	4.71106955643759
PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified_meta	3.75826558159894	3.01950250966643	3.53316087911452	3.7417564937147	2.36166122239705	2.45275356864644	3.3570539048997	0	3.96544054201481	4.85507250660299	3.01855484602584	1.96166678723916	1.84706644799711	2.49619272180497	3.10623106563044	3.60985248040795	2.69427576768037	2.90443353714135	4.05135703017266	3.64775272566701
PWY-5103: L-isoleucine biosynthesis III|unclassified_meta	4.17309104554434	3.81337104809999	3.76874137621598	4.10891785407156	3.4641627911081	1.95498456599769	2.47170319994309	2.80641631284708	4.43275539474191	5.09298917510383	2.79907849944977	2.15501852359589	2.13317778713103	3.04293069538299	4.54259134342554	3.94822956519705	3.6581341232256	3.44316112414008	4.57552920036959	3.94587162236948
PWY-5484: glycolysis II (from fructose 6-phosphate)|unclassified_meta	4.03713732366083	3.07366506461041	4.32956423609764	4.25191225454983	0	3.16651248450139	0	2.2358254403024	3.51649139634833	3.55117651553486	2.59392546569805	0	2.11180102998673	2.84066784305038	3.85501234537795	3.61499876382204	3.77159704264022	3.6664983554157	3.38287725491879	3.4306008320314
PWY-5676: acetyl-CoA fermentation to butanoate II|unclassified_meta	0	2.45144465666472	0	3.03342297067562	0	0	0	0	0	4.02163945175147	0	0	0	0	0	3.27055704400322	0	0	3.43752288208785	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|unclassified_meta	4.44572652300724	3.43546031247697	4.842571609049	4.69607065730372	2.77303862102015	3.57563236547783	3.69272206183139	3.33570907628897	4.18886048729569	4.59350642805678	3.30846421184677	2.10350712846231	3.01710229929018	3.38130415026155	4.3254020489106	4.3109910532749	5.06756368148215	5.23568103509999	4.36405740068462	3.95733283453718
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|unclassified_meta	4.57466561664981	3.33637437561815	4.70371150367591	4.78099568903834	0	3.15958431406428	3.08945027742774	3.27553211266396	4.18041216065949	4.95089236680627	3.38351869720164	2.22994127920637	0	2.62553777952775	4.66837031187418	4.6644762918855	4.58529701620385	4.85937820158216	4.84664076663518	4.31241928872187
PWY-6151: S-adenosyl-L-methionine cycle I|unclassified_meta	3.85903775417271	3.25858488030144	4.90928155539075	4.21101141962769	2.15596498708492	3.06675907520193	3.07778680231154	2.48252882500204	4.15638935159363	4.82796167533576	2.6340663238125	2.746982411104	2.69858555228642	2.76244999864181	4.58175825297743	4.32587550746802	3.35425251388561	1.94784399226033	4.53878890133763	3.8869677270825
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|unclassified_meta	4.16511984427114	2.75769079720267	2.6699813576256	3.88304929198876	0	2.64182492485942	3.01039425938464	1.97209711492672	4.37755665920243	4.57447693049773	0	2.46585973686777	2.06936721563958	2.71122515559585	4.2566533029651	3.7330613976782	4.0601584873149	3.97466911207842	4.4514034324517	3.9655182736908
PWY-6317: galactose degradation I (Leloir pathway)|unclassified_meta	4.09221563098866	3.40543173744413	4.74371399543615	4.25653427086597	0	2.77406263549578	2.19366603099174	0	3.56751093579	3.92811286657709	2.31205610106961	2.55094404704931	1.71102833019558	0	4.03996053151375	3.91248289966058	3.07683288299054	2.91321442190397	4.32306851409756	4.04342488224252
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)_meta	5.65213473149419	0	4.27519559387932	5.67291768665305	4.77830803466523	3.60719477414139	0	0	5.40155062118969	5.71301637731881	0	4.99569084671043	0	0	5.44386687642369	5.73725915831047	5.140557682091	3.52730713526243	4.26312625627252	5.48376735801652
PWY-6527: stachyose degradation|unclassified_meta	4.32553299981941	3.281707890839	4.73162660994065	4.21105591271792	2.93352702821009	2.95449352553739	2.5078416210705	2.05622664922306	3.45335013993812	2.47920710486268	2.3127947961479	3.14366509105013	1.73597892921324	2.14986505597583	3.96971627620662	3.56185825270461	3.45354628536476	3.29976617319287	4.35905351166362	4.30906473629588
PWY-6609: adenine and adenosine salvage III|unclassified_meta	4.12997711485081	0	4.94628164475773	4.37555071107154	2.66661690866634	2.63634651582023	2.40957228489639	0	3.66821490547025	4.92711599451886	0	1.17771301435435	2.75938949443179	0	4.03658479113253	4.32517714370059	3.40871240632861	1.6015811285813	4.90486728801808	4.00206295831513
PWY-6703: preQ0 biosynthesis|unclassified_meta	0	0	2.62600827409859	2.07862245632099	0	0	2.62895648743583	0	3.32412553438725	4.07004162369893	0	0.918396513159642	0	0	3.2443720169411	3.74711534282485	3.9695463526718	3.94987740097911	2.53337930323878	2.07797671935126
PWY-6737: starch degradation V|unclassified_meta	4.35087259822256	3.76755892531042	4.97054913989021	4.20700486945233	0	0	2.85916771409776	3.19134017467368	4.15822192734419	4.88966468351659	3.14380739161935	2.6434121194531	2.09600362997881	0	4.46862396762577	3.83041807812472	2.8970218193634	3.09250501965025	4.754667197134	4.06619197080251
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|unclassified_meta	4.53121897077813	3.64888003785007	4.35593288469881	4.5605472269458	0	3.64471855832817	4.17080084636022	3.35939574077839	4.59428414749704	4.89161899828709	3.78668197998732	3.29337086495861	0	3.6676864607066	4.4627087532653	4.60018980445142	4.53691275828177	4.68590188702041	4.34842719253093	3.87039443571356
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|unclassified_meta	4.53121897077813	3.64888003785007	4.35593288469881	4.5605472269458	0	3.64471855832817	4.17080084636022	3.35939574077839	4.59428414749704	4.89161899828709	3.78668197998732	3.29337086495861	0	3.6676864607066	4.4627087532653	4.60018980445142	4.53691275828177	4.68590188702041	4.34842719253093	3.87039443571356
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|unclassified_meta	4.6642689383753	3.3034338615447	4.86497733767382	4.84154580607102	0	3.29079826763436	3.41659161343537	3.35825856492046	4.29557101231494	4.99854246974212	3.49390113738939	2.37392853306218	0	2.93601411577487	4.77175185138654	4.75151044372337	4.70508791652723	4.91556241946616	5.04265708011899	4.46701095857888
PWY0-1296: purine ribonucleosides degradation|unclassified_meta	4.40767001465386	3.35556173676092	4.94289164200974	4.62706865468921	3.1815809361241	1.89081867325668	3.80034926993594	2.75604004510087	3.93313457960103	4.92264889647391	2.04413555597235	0	0	0	4.12265177248758	4.21098620599779	3.56698014571912	1.5190579590655	4.68462810732281	3.74337710905014
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|unclassified_meta	3.67687266018932	2.21269758389891	3.48356047208728	3.87727212765991	0	2.08317830128922	2.50236994166431	2.32648617289286	3.58020233348607	4.53337768490715	2.20891486772888	0	0	0	3.11758700858043	3.05937820895541	3.57314307263133	1.74092747193541	4.10872237104305	2.48419806546808
PWY66-422: D-galactose degradation V (Leloir pathway)|unclassified_meta	4.09221563098866	3.65483909970215	4.74371399543615	4.25653427086597	2.70637546618289	2.77406263549578	2.24593219841652	2.65325604901507	3.99509128528477	4.06037404265095	2.53624119332479	2.81610907292033	1.80452267192841	0	4.13035982288463	3.91248289966058	3.11281284031464	3.03409685109698	4.32306851409756	4.04342488224252
VALSYN-PWY: L-valine biosynthesis|unclassified_meta	4.84775551518644	4.22673739026122	5.18626226988261	4.67580570758632	3.90067485808455	2.05841706823357	2.6750930309441	3.00278732802767	4.88221841904795	5.38490323635566	3.17190580323389	2.34041060253403	2.55883067645336	3.33391732817888	4.71841851092343	4.76671914521677	4.22219966682915	3.49327506986306	4.7253680813002	4.20865490839951
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	0	0	0	0	0	0	0	0	0	0	1.72337177172924	3.20094400651717	0	0	0	0	0	0	0	0
ANAEROFRUCAT-PWY: homolactic fermentation|g__Citrobacter.s__Citrobacter_farmeri_meta	0	0	0	0	0	0	0	0	0	0	1.62686124085403	3.32666419091069	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Actinomyces.s__Actinomyces_odontolyticus_meta	0	0	0	0	0	0	0	0	0	0	0	0.833952057150966	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Actinomyces.s__Actinomyces_radingae_meta	0	0	0	0	0	0	0	0	0	0	0	0.439970233152343	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Citrobacter.s__Citrobacter_farmeri_meta	0	0	0	0	0	0	0	0	0	0	1.7509843486092	3.34898787820955	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Clostridioides.s__Clostridioides_difficile_meta	0	0	0	0	0	0	0	0	0	0	0	1.37654953414935	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Enterococcus.s__Enterococcus_casseliflavus_meta	0	0	0	0	0	0	0	0	0	0	0	3.25887700261051	0	0	0	0	0	0	0	0
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	0	0	0	0	0	0	0	0	0	0	1.48026955932358	3.18494668660512	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Citrobacter.s__Citrobacter_farmeri_meta	0	0	0	0	0	0	0	0	0	0	1.43924253543799	3.22593882306852	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Enterococcus.s__Enterococcus_casseliflavus_meta	0	0	0	0	0	0	0	0	0	0	0	3.57272197152997	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Anaerostipes.s__Anaerostipes_caccae_meta	0	0	0	0	0	0	0	0	0	0	0	4.41467531850498	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Enterococcus.s__Enterococcus_casseliflavus_meta	0	0	0	0	0	0	0	0	0	0	0	3.66368471547938	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Anaerostipes.s__Anaerostipes_caccae_meta	0	0	0	0	0	0	0	0	0	0	0	4.4895483133357	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Citrobacter.s__Citrobacter_farmeri_meta	0	0	0	0	0	0	0	0	0	0	1.73790676198504	3.31627110207255	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Enterococcus.s__Enterococcus_casseliflavus_meta	0	0	0	0	0	0	0	0	0	0	0	3.16986623662707	0	0	0	0	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Actinomyces.s__Actinomyces_odontolyticus_meta	0	0	0	0	0	0	0	0	0	0	0	0.518028024098195	0	0	0	0	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Actinomyces.s__Actinomyces_sp_HMSC035G02_meta	0	0	0	0	0	0	0	0	0	0	0	1.25866551414798	0	0	0	0	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	0	0	0	0	0	0	0	0	0	0	2.33336063044116	3.64181405168746	0	0	0	0	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Citrobacter.s__Citrobacter_portucalensis_meta	0	0	0	0	0	0	0	0	0	0	0	0.488281810851085	0	0	0	0	0	0	0	0
AST-PWY: L-arginine degradation II (AST pathway)|g__Citrobacter.s__Citrobacter_farmeri_meta	0	0	0	0	0	0	0	0	0	0	1.66624726535938	3.1079800177117	0	0	0	0	0	0	0	0
AST-PWY: L-arginine degradation II (AST pathway)|g__Citrobacter.s__Citrobacter_portucalensis_meta	0	0	0	0	0	0	0	0	0	0	0	0.286339171163338	0	0	0	0	0	0	0	0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|g__Citrobacter.s__Citrobacter_farmeri_meta	0	0	0	0	0	0	0	0	0	0	1.92921585730356	3.46462904045355	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Anaerostipes.s__Anaerostipes_caccae_meta	0	0	0	0	0	0	0	0	0	0	0	4.62105337761563	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	0	0	0	0	0	0	0	0	0	0	2.17734948074754	3.55105026776196	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Coprobacillus.s__Coprobacillus_cateniformis_meta	0	0	0	0	0	0	0	0	0	0	1.32913918256883	1.41850982548225	0	0	0	0	0.920896110818143	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	0	0	1.66404540878214	0	1.7962327823606	3.29007213366984	0	0	0	0	2.35756747432495	4.38722435310118	0	0	1.31228715312006	1.00578036877264	1.91783396148299	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle_meta	5.87526775270547	6.19677808424482	5.88604291847168	6.07232999316254	6.08735410449524	6.30479060871619	6.21269026054624	5.41636703332185	6.25162638802027	6.13662709730368	6.16720407311825	6.42102371472562	5.87060396816958	6.26942388155538	6.24692813349284	6.33864531363974	6.1551107160326	5.78739419045197	6.09604300703993	6.21368767496245
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Citrobacter.s__Citrobacter_farmeri_meta	0	0	0	0	0	0	0	0	0	0	1.46165458459383	3.79942749128547	0	0	0	0	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Enterococcus.s__Enterococcus_casseliflavus_meta	0	0	0	0	0	0	0	0	0	0	0	3.50638888303787	0	0	0	0	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	0	0	1.38068616454234	0.762691899750939	1.1559625359587	3.07311914993535	0	0	0	0	2.19672222895818	4.0302130693484	0	0	0	0	1.66703300869218	0	0	1.63781737875564
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate|g__Citrobacter.s__Citrobacter_farmeri_meta	0	0	0	0	0	0	0	0	0	0	1.67169884182761	2.937811804718	0	0	0	0	0	0	0	0
CENTFERM-PWY: pyruvate fermentation to butanoate|g__Clostridioides.s__Clostridioides_difficile_meta	0	0	0	0	0	0	0	0	0	0	1.58651313629963	1.65834045124165	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Anaerostipes.s__Anaerostipes_caccae_meta	0	0	0	0	0	0	0	0	0	0	0	4.65139515810192	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Citrobacter.s__Citrobacter_farmeri_meta	0	0	0	0	0	0	0	0	0	0	1.61231377317956	3.32561139470556	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Coprobacillus.s__Coprobacillus_cateniformis_meta	0	0	0	0	0	0	0	0	0	0	0	0.808304549947394	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Enterococcus.s__Enterococcus_casseliflavus_meta	0	0	0	0	0	0	0	0	0	0	0	3.23642100408395	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	0	0	0	0	0	3.46656992990241	0	0	0	0	2.6869287044801	4.27568091163638	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Anaerostipes.s__Anaerostipes_caccae_meta	0	0	0	0	0	0	0	0	0	0	0	4.60305795680182	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Dysgonomonas.s__Dysgonomonas_mossii_meta	0	0	0	0	0	0	0	0	0	0	2.56714694100502	2.78321333066722	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Enterococcus.s__Enterococcus_casseliflavus_meta	0	0	0	0	0	0	0	0	0	0	0	3.09071512706564	0	0	0	0	0	0	0	0
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Citrobacter.s__Citrobacter_farmeri_meta	0	0	0	0	0	0	0	0	0	0	0	3.0425776907855	0	0	0	0	0	0	0	0
COLANSYN-PWY: colanic acid building blocks biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	0	0	0	0	0	0	0	0	0	0	0	2.91880803174076	0	0	0	0	0	0	0	0
COLANSYN-PWY: colanic acid building blocks biosynthesis|g__Klebsiella.s__Klebsiella_oxytoca_meta	0	0	0	0	0	0	0	0	0	0	0	0.873387406219506	0	0	0	0	0	0	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Anaerostipes.s__Anaerostipes_caccae_meta	0	0	0	0	0	0	0	0	0	0	0	4.51552880812153	0	0	0	0	0	0	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Enterococcus.s__Enterococcus_casseliflavus_meta	0	0	0	0	0	0	0	0	0	0	0	3.20918905927866	0	0	0	0	0	0	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Klebsiella.s__Klebsiella_oxytoca_meta	0	0	0	0	0	0	0	0	0	0	0	1.19070821738851	0	0	0	0	0	0	0	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Actinomyces.s__Actinomyces_odontolyticus_meta	0	0	0	0	0	0	0	0	0	0	0	0.656464005132838	0	0	0	0	0	0	0	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Actinomyces.s__Actinomyces_sp_HMSC035G02_meta	0	0	0	0	0	0	0	0	0	0	0	0.696232416321753	0	0	0	0	0	0	0	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Citrobacter.s__Citrobacter_farmeri_meta	0	0	0	0	0	0	0	0	0	0	1.52774400895344	3.17063051224021	0	0	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Actinomyces.s__Actinomyces_odontolyticus_meta	0	0	0	0	0	0	0	0	0	0	0	1.14794198980098	0	0	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Actinomyces.s__Actinomyces_sp_HMSC035G02_meta	0	0	0	0	0	0	0	0	0	0	0	0.908782616383833	0	0	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Anaerostipes.s__Anaerostipes_caccae_meta	0	0	0	0	0	0	0	0	0	0	0	4.81637879841675	0	0	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Enterococcus.s__Enterococcus_casseliflavus_meta	0	0	0	0	0	0	0	0	0	0	1.61478558809403	3.78917491400657	0	0	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Klebsiella.s__Klebsiella_oxytoca_meta	0	0	0	0	0	0	0	0	0	0	0	2.8342363500189	0	0	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	0	0	0	1.50716595559762	2.0715189909901	3.17165842325909	0	0	0	0	2.20031202847228	4.12475898537067	0	0	1.48738100679256	1.37617331569582	1.82289146700528	0	0	0
ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	0	0	0	0	0	0	0	0	0	0	1.53842943955819	3.4091490167831	0	0	0	0	0	0	0	0
ENTBACSYN-PWY: enterobactin biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	0	0	0	0	0	0	0	0	0	0	2.23183854185227	3.77179495444124	0	0	0	0	0	0	0	0
FAO-PWY: fatty acid &beta;-oxidation I|g__Citrobacter.s__Citrobacter_farmeri_meta	0	0	0	0	0	0	0	0	0	0	2.1179588825248	3.88891608496324	0	0	0	0	0	0	0	0
FAO-PWY: fatty acid &beta;-oxidation I|g__Citrobacter.s__Citrobacter_portucalensis_meta	0	0	0	0	0	0	0	0	0	0	0	0.403044180025142	0	0	0	0	0	0	0	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Citrobacter.s__Citrobacter_farmeri_meta	0	0	0	0	0	0	0	0	0	0	2.25562974452032	3.7328221741011	0	0	0	0	0	0	0	0
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Citrobacter.s__Citrobacter_farmeri_meta	0	0	0	0	0	0	0	0	0	0	1.64538403920757	3.1022790852843	0	0	0	0	0	0	0	0
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Citrobacter.s__Citrobacter_portucalensis_meta	0	0	0	0	0	0	0	0	0	0	0	0.642960641913304	0	0	0	0	0	0	0	0
FERMENTATION-PWY: mixed acid fermentation|g__Citrobacter.s__Citrobacter_farmeri_meta	0	0	0	0	0	0	0	0	0	0	1.8157933283026	3.51208260796268	0	0	0	0	0	0	0	0
FERMENTATION-PWY: mixed acid fermentation|g__Citrobacter.s__Citrobacter_portucalensis_meta	0	0	0	0	0	0	0	0	0	0	0	0.571779791276278	0	0	0	0	0	0	0	0
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation|g__Citrobacter.s__Citrobacter_farmeri_meta	0	0	0	0	0	0	0	0	0	0	1.63281453754144	3.38822358473839	0	0	0	0	0	0	0	0
FUCCAT-PWY: fucose degradation|g__Citrobacter.s__Citrobacter_farmeri_meta	0	0	0	0	0	0	0	0	0	0	1.88294296415065	3.58396328416438	0	0	0	0	0	0	0	0
FUCCAT-PWY: fucose degradation|g__Citrobacter.s__Citrobacter_portucalensis_meta	0	0	0	0	0	0	0	0	0	0	0	0.294678788249568	0	0	0	0	0	0	0	0
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation|g__Citrobacter.s__Citrobacter_farmeri_meta	0	0	0	0	0	0	0	0	0	0	1.69372391228837	3.36085096847961	0	0	0	0	0	0	0	0
GALACTARDEG-PWY: D-galactarate degradation I|g__Citrobacter.s__Citrobacter_farmeri_meta	0	0	0	0	0	0	0	0	0	0	1.66880056182761	3.41263505471821	0	0	0	0	0	0	0	0
GALACTARDEG-PWY: D-galactarate degradation I|g__Citrobacter.s__Citrobacter_portucalensis_meta	0	0	0	0	0	0	0	0	0	0	0	0.513406091493487	0	0	0	0	0	0	0	0
