MODULE	NODE
darkgreen_meta	PWY-6703: preQ0 biosynthesis|unclassified
darkgreen_meta	PWY-6737: starch degradation V|unclassified
darkgreen_meta	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|unclassified
darkgreen_meta	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|unclassified
darkgreen_meta	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|unclassified
darkgreen_meta	PWY0-1296: purine ribonucleosides degradation|unclassified
darkgreen_meta	PWY0-1297: superpathway of purine deoxyribonucleosides degradation|unclassified
darkgreen_meta	PWY66-422: D-galactose degradation V (Leloir pathway)|unclassified
darkgreen_meta	VALSYN-PWY: L-valine biosynthesis|unclassified
yellow_meta	1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	ANAEROFRUCAT-PWY: homolactic fermentation|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Actinomyces.s__Actinomyces_odontolyticus
yellow_meta	ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Actinomyces.s__Actinomyces_radingae
yellow_meta	ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Clostridioides.s__Clostridioides_difficile
yellow_meta	ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Enterococcus.s__Enterococcus_casseliflavus
yellow_meta	ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Enterococcus.s__Enterococcus_casseliflavus
yellow_meta	ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Anaerostipes.s__Anaerostipes_caccae
yellow_meta	ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Enterococcus.s__Enterococcus_casseliflavus
yellow_meta	ARO-PWY: chorismate biosynthesis I|g__Anaerostipes.s__Anaerostipes_caccae
yellow_meta	ARO-PWY: chorismate biosynthesis I|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	ARO-PWY: chorismate biosynthesis I|g__Enterococcus.s__Enterococcus_casseliflavus
yellow_meta	ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Actinomyces.s__Actinomyces_odontolyticus
yellow_meta	ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Actinomyces.s__Actinomyces_sp_HMSC035G02
yellow_meta	ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Citrobacter.s__Citrobacter_portucalensis
yellow_meta	AST-PWY: L-arginine degradation II (AST pathway)|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	AST-PWY: L-arginine degradation II (AST pathway)|g__Citrobacter.s__Citrobacter_portucalensis
yellow_meta	BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Anaerostipes.s__Anaerostipes_caccae
yellow_meta	BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Coprobacillus.s__Coprobacillus_cateniformis
yellow_meta	BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans
yellow_meta	CALVIN-PWY: Calvin-Benson-Bassham cycle
yellow_meta	CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Enterococcus.s__Enterococcus_casseliflavus
yellow_meta	CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans
yellow_meta	CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	CENTFERM-PWY: pyruvate fermentation to butanoate|g__Clostridioides.s__Clostridioides_difficile
yellow_meta	COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Anaerostipes.s__Anaerostipes_caccae
yellow_meta	COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Coprobacillus.s__Coprobacillus_cateniformis
yellow_meta	COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Enterococcus.s__Enterococcus_casseliflavus
yellow_meta	COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans
yellow_meta	COA-PWY: coenzyme A biosynthesis I|g__Anaerostipes.s__Anaerostipes_caccae
yellow_meta	COA-PWY: coenzyme A biosynthesis I|g__Dysgonomonas.s__Dysgonomonas_mossii
yellow_meta	COA-PWY: coenzyme A biosynthesis I|g__Enterococcus.s__Enterococcus_casseliflavus
yellow_meta	COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	COLANSYN-PWY: colanic acid building blocks biosynthesis|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	COLANSYN-PWY: colanic acid building blocks biosynthesis|g__Klebsiella.s__Klebsiella_oxytoca
yellow_meta	COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Anaerostipes.s__Anaerostipes_caccae
yellow_meta	COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Enterococcus.s__Enterococcus_casseliflavus
yellow_meta	COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Klebsiella.s__Klebsiella_oxytoca
yellow_meta	DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Actinomyces.s__Actinomyces_odontolyticus
yellow_meta	DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Actinomyces.s__Actinomyces_sp_HMSC035G02
yellow_meta	DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Actinomyces.s__Actinomyces_odontolyticus
yellow_meta	DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Actinomyces.s__Actinomyces_sp_HMSC035G02
yellow_meta	DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Anaerostipes.s__Anaerostipes_caccae
yellow_meta	DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Enterococcus.s__Enterococcus_casseliflavus
yellow_meta	DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Klebsiella.s__Klebsiella_oxytoca
yellow_meta	DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans
yellow_meta	ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	ENTBACSYN-PWY: enterobactin biosynthesis|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	FAO-PWY: fatty acid &beta;-oxidation I|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	FAO-PWY: fatty acid &beta;-oxidation I|g__Citrobacter.s__Citrobacter_portucalensis
yellow_meta	FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Citrobacter.s__Citrobacter_portucalensis
yellow_meta	FERMENTATION-PWY: mixed acid fermentation|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	FERMENTATION-PWY: mixed acid fermentation|g__Citrobacter.s__Citrobacter_portucalensis
yellow_meta	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	FUCCAT-PWY: fucose degradation|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	FUCCAT-PWY: fucose degradation|g__Citrobacter.s__Citrobacter_portucalensis
yellow_meta	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	GALACTARDEG-PWY: D-galactarate degradation I|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	GALACTARDEG-PWY: D-galactarate degradation I|g__Citrobacter.s__Citrobacter_portucalensis
yellow_meta	GALACTUROCAT-PWY: D-galacturonate degradation I|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	GALACTUROCAT-PWY: D-galacturonate degradation I|g__Citrobacter.s__Citrobacter_portucalensis
yellow_meta	GALLATE-DEGRADATION-I-PWY: gallate degradation II
yellow_meta	GALLATE-DEGRADATION-II-PWY: gallate degradation I
yellow_meta	GALLATE-DEGRADATION-II-PWY: gallate degradation I|g__Klebsiella.s__Klebsiella_oxytoca
yellow_meta	GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	GLUCARDEG-PWY: D-glucarate degradation I|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	GLUCARDEG-PWY: D-glucarate degradation I|g__Citrobacter.s__Citrobacter_portucalensis
yellow_meta	GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|g__Citrobacter.s__Citrobacter_portucalensis
yellow_meta	GLUCONEO-PWY: gluconeogenesis I|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|g__Citrobacter.s__Citrobacter_portucalensis
yellow_meta	GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	GLUTORN-PWY: L-ornithine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum
yellow_meta	GLUTORN-PWY: L-ornithine biosynthesis|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	GLUTORN-PWY: L-ornithine biosynthesis|g__Enterococcus.s__Enterococcus_casseliflavus
yellow_meta	GLYCOCAT-PWY: glycogen degradation I (bacterial)|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	GLYCOCAT-PWY: glycogen degradation I (bacterial)|g__Citrobacter.s__Citrobacter_portucalensis
yellow_meta	GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Citrobacter.s__Citrobacter_portucalensis
yellow_meta	GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation|g__Citrobacter.s__Citrobacter_portucalensis
yellow_meta	GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	GLYOXYLATE-BYPASS: glyoxylate cycle|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	GLYOXYLATE-BYPASS: glyoxylate cycle|g__Citrobacter.s__Citrobacter_portucalensis
yellow_meta	GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol|g__Citrobacter.s__Citrobacter_portucalensis
yellow_meta	HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Actinomyces.s__Actinomyces_odontolyticus
yellow_meta	HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Actinomyces.s__Actinomyces_sp_HMSC035G02
yellow_meta	HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	HEMESYN2-PWY: heme biosynthesis II (anaerobic)|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	HISDEG-PWY: L-histidine degradation I|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	HISTSYN-PWY: L-histidine biosynthesis|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	HISTSYN-PWY: L-histidine biosynthesis|g__Coprobacillus.s__Coprobacillus_cateniformis
yellow_meta	HISTSYN-PWY: L-histidine biosynthesis|g__Enterococcus.s__Enterococcus_casseliflavus
yellow_meta	HISTSYN-PWY: L-histidine biosynthesis|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans
yellow_meta	HOMOSER-METSYN-PWY: L-methionine biosynthesis I|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	HOMOSER-METSYN-PWY: L-methionine biosynthesis I|g__Citrobacter.s__Citrobacter_portucalensis
yellow_meta	HSERMETANA-PWY: L-methionine biosynthesis III|g__Actinomyces.s__Actinomyces_sp_HMSC035G02
yellow_meta	ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Anaerostipes.s__Anaerostipes_caccae
yellow_meta	ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Coprobacillus.s__Coprobacillus_cateniformis
yellow_meta	ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans
yellow_meta	KETOGLUCONMET-PWY: ketogluconate metabolism|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	KETOGLUCONMET-PWY: ketogluconate metabolism|g__Citrobacter.s__Citrobacter_portucalensis
yellow_meta	LACTOSECAT-PWY: lactose and galactose degradation I|g__Clostridioides.s__Clostridioides_difficile
yellow_meta	LACTOSECAT-PWY: lactose and galactose degradation I|g__Enterococcus.s__Enterococcus_casseliflavus
yellow_meta	LACTOSECAT-PWY: lactose and galactose degradation I|g__Streptococcus.s__Streptococcus_infantis
yellow_meta	MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis|g__Citrobacter.s__Citrobacter_portucalensis
yellow_meta	METHYLGALLATE-DEGRADATION-PWY: methylgallate degradation
yellow_meta	METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Citrobacter.s__Citrobacter_portucalensis
yellow_meta	NAD-BIOSYNTHESIS-II: NAD salvage pathway II|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	NAD-BIOSYNTHESIS-II: NAD salvage pathway II|g__Citrobacter.s__Citrobacter_portucalensis
yellow_meta	NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Citrobacter.s__Citrobacter_portucalensis
yellow_meta	NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Actinomyces.s__Actinomyces_odontolyticus
yellow_meta	NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Actinomyces.s__Actinomyces_radingae
yellow_meta	NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Actinomyces.s__Actinomyces_sp_HMSC035G02
yellow_meta	NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Citrobacter.s__Citrobacter_portucalensis
yellow_meta	NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Enterococcus.s__Enterococcus_casseliflavus
yellow_meta	NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans
yellow_meta	OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Enterococcus.s__Enterococcus_casseliflavus
yellow_meta	P108-PWY: pyruvate fermentation to propanoate I|g__Klebsiella.s__Klebsiella_oxytoca
yellow_meta	P161-PWY: acetylene degradation|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	P161-PWY: acetylene degradation|g__Citrobacter.s__Citrobacter_portucalensis
yellow_meta	P161-PWY: acetylene degradation|g__Enterococcus.s__Enterococcus_casseliflavus
yellow_meta	P161-PWY: acetylene degradation|g__Streptococcus.s__Streptococcus_parasanguinis
yellow_meta	P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	P441-PWY: superpathway of N-acetylneuraminate degradation|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Anaerostipes.s__Anaerostipes_caccae
yellow_meta	P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Citrobacter.s__Citrobacter_portucalensis
yellow_meta	P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Enterococcus.s__Enterococcus_casseliflavus
yellow_meta	PANTO-PWY: phosphopantothenate biosynthesis I|g__Actinomyces.s__Actinomyces_odontolyticus
yellow_meta	PANTO-PWY: phosphopantothenate biosynthesis I|g__Anaerostipes.s__Anaerostipes_caccae
yellow_meta	PANTO-PWY: phosphopantothenate biosynthesis I|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	PANTO-PWY: phosphopantothenate biosynthesis I|g__Clostridioides.s__Clostridioides_difficile
yellow_meta	PANTO-PWY: phosphopantothenate biosynthesis I|g__Eggerthella.s__Eggerthella_lenta
yellow_meta	PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Anaerostipes.s__Anaerostipes_caccae
yellow_meta	PENTOSE-P-PWY: pentose phosphate pathway|g__Actinomyces.s__Actinomyces_odontolyticus
yellow_meta	PENTOSE-P-PWY: pentose phosphate pathway|g__Actinomyces.s__Actinomyces_sp_HMSC035G02
yellow_meta	PENTOSE-P-PWY: pentose phosphate pathway|g__Bifidobacterium.s__Bifidobacterium_longum
yellow_meta	PENTOSE-P-PWY: pentose phosphate pathway|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Anaerostipes.s__Anaerostipes_caccae
yellow_meta	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Enterococcus.s__Enterococcus_casseliflavus
yellow_meta	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans
yellow_meta	PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Citrobacter.s__Citrobacter_portucalensis
yellow_meta	POLYAMSYN-PWY: superpathway of polyamine biosynthesis I|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|g__Citrobacter.s__Citrobacter_portucalensis
yellow_meta	PPGPPMET-PWY: ppGpp biosynthesis|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	PPGPPMET-PWY: ppGpp biosynthesis|g__Citrobacter.s__Citrobacter_portucalensis
yellow_meta	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)|g__Klebsiella.s__Klebsiella_oxytoca
yellow_meta	PWY-1042: glycolysis IV (plant cytosol)|g__Actinomyces.s__Actinomyces_odontolyticus
yellow_meta	PWY-1042: glycolysis IV (plant cytosol)|g__Actinomyces.s__Actinomyces_radingae
yellow_meta	PWY-1042: glycolysis IV (plant cytosol)|g__Actinomyces.s__Actinomyces_sp_HMSC035G02
yellow_meta	PWY-1042: glycolysis IV (plant cytosol)|g__Anaerostipes.s__Anaerostipes_caccae
yellow_meta	PWY-1042: glycolysis IV (plant cytosol)|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	PWY-1042: glycolysis IV (plant cytosol)|g__Coprobacillus.s__Coprobacillus_cateniformis
yellow_meta	PWY-1042: glycolysis IV (plant cytosol)|g__Enterococcus.s__Enterococcus_casseliflavus
yellow_meta	PWY-1042: glycolysis IV (plant cytosol)|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans
yellow_meta	PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Citrobacter.s__Citrobacter_portucalensis
yellow_meta	PWY-1861: formaldehyde assimilation II (RuMP Cycle)|g__Klebsiella.s__Klebsiella_oxytoca
yellow_meta	PWY-2723: trehalose degradation V|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	PWY-2941: L-lysine biosynthesis II|g__Enterococcus.s__Enterococcus_casseliflavus
yellow_meta	PWY-2942: L-lysine biosynthesis III|g__Actinomyces.s__Actinomyces_odontolyticus
yellow_meta	PWY-2942: L-lysine biosynthesis III|g__Actinomyces.s__Actinomyces_radingae
yellow_meta	PWY-2942: L-lysine biosynthesis III|g__Actinomyces.s__Actinomyces_sp_HMSC035G02
yellow_meta	PWY-2942: L-lysine biosynthesis III|g__Anaerostipes.s__Anaerostipes_caccae
yellow_meta	PWY-2942: L-lysine biosynthesis III|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	PWY-2942: L-lysine biosynthesis III|g__Enterococcus.s__Enterococcus_casseliflavus
yellow_meta	PWY-2942: L-lysine biosynthesis III|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans
yellow_meta	PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	PWY-3841: folate transformations II|g__Anaerostipes.s__Anaerostipes_caccae
yellow_meta	PWY-3841: folate transformations II|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	PWY-3841: folate transformations II|g__Clostridioides.s__Clostridioides_difficile
yellow_meta	PWY-3841: folate transformations II|g__Enterococcus.s__Enterococcus_casseliflavus
yellow_meta	PWY-4041: &gamma;-glutamyl cycle|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	PWY-4041: &gamma;-glutamyl cycle|g__Citrobacter.s__Citrobacter_portucalensis
yellow_meta	PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Anaerostipes.s__Anaerostipes_caccae
yellow_meta	PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Dysgonomonas.s__Dysgonomonas_mossii
yellow_meta	PWY-4981: L-proline biosynthesis II (from arginine)|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	PWY-4981: L-proline biosynthesis II (from arginine)|g__Enterococcus.s__Enterococcus_casseliflavus
yellow_meta	PWY-5022: 4-aminobutanoate degradation V|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	PWY-5097: L-lysine biosynthesis VI|g__Actinomyces.s__Actinomyces_odontolyticus
yellow_meta	PWY-5097: L-lysine biosynthesis VI|g__Actinomyces.s__Actinomyces_sp_HMSC035G02
yellow_meta	PWY-5097: L-lysine biosynthesis VI|g__Anaerostipes.s__Anaerostipes_caccae
yellow_meta	PWY-5097: L-lysine biosynthesis VI|g__Citrobacter.s__Citrobacter_farmeri
yellow_meta	PWY-5097: L-lysine biosynthesis VI|g__Enterococcus.s__Enterococcus_casseliflavus
