TAIL	HEAD	WEIGHT	COLOR	MODULE
ENSMUSG00000032327_fx	ENSMUSG00000041921_hx	270.510728664256	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000005481_hx	238.7548967228	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000035067_hx	114.576655209535	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000040749_hx	281.359467129614	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000029227_hx	384.128303037522	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000059005_hx	451.725466367242	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000027165_hx	407.637618254623	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000018565_hx	409.234915260756	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000014075_hx	191.596035578109	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000025159_fx	120.715745930954	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000004677_hx	707.658856601139	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000028550_hx	516.935789142644	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000037703_hx	137.018761607041	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000025732_hx	430.261708906372	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000020435_hx	171.153316585826	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000011658_hx	239.22648194432	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000031200_fx	223.763916386464	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000075012_hx	489.467541758487	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000032299_hx	336.017033432052	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000049866_hx	292.271531191744	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000038623_hx	157.873308050546	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000038271_hx	126.960336996498	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000040797_hx	206.287804140263	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000020176_hx	603.543994850501	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000105936_hx	513.114499268174	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000029499_hx	124.18177982605	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000037362_hx	291.261310737684	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000063316_hx	294.882359161877	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000021549_fx	211.754581080348	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000032867_hx	367.480938795077	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000020650_hx	348.209218765855	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000005718_fx	278.964900761308	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	N6-carbamoylthreonyladenosine_serum	597.773519253638	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000036568_hx	128.021719549936	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000024109_hx	211.064276620484	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000074884_hx	162.316547549103	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000024309_hx	173.432032158733	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000027457_hx	279.004589514674	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000002881_fx	174.083507049552	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000028849_hx	1043.3411429032	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000040713_hx	592.643349545596	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000031901_hx	237.776658488702	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000059878_fx	268.565387742314	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000078439_fx	343.970655192255	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000022186_hx	141.444158649649	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000020892_hx	181.201638547803	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000035781_hx	94.8603256062249	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000023959_fx	166.139683824525	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000024892_hx	99.4463202749381	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000028158_fx	128.564276912608	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000045752_hx	178.865234881382	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000026278_hx	397.212813105029	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000027419_hx	511.577893690522	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000020778_hx	1083.29675536516	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000026939_hx	109.848593951919	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000090247_hx	387.103156666995	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000082872_hx	960.180500531082	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000009035_hx	71.7613585958335	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000027787_hx	150.40845967226	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000087694_fx	165.02162051806	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000023967_hx	97.9498312703419	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000001768_hx	483.212302387092	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000042198_hx	180.034475566796	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000038422_fx	204.509914740029	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000066839_hx	126.413482887343	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000030689_hx	190.106321377656	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000064065_fx	153.465235031438	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000022489_hx	152.663970801611	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000006005_hx	122.418408087024	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000038664_hx	464.378741487105	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000028528_hx	154.383252934534	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000071359_hx	138.449156047626	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000040795_hx	462.857069841205	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000068329_hx	476.842796961555	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000103983_hx	181.082443676026	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000040414_hx	342.828549036462	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000050953_hx	88.9023043785744	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000032387_fx	623.14617095363	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000019261_fx	187.035446200357	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000039910_hx	159.872810475347	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000001687_hx	202.36400756394	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000047036_hx	108.605128865948	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000038143_hx	371.488639817919	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000041986_hx	73.4774131599518	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000025730_hx	290.456569700311	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	3-hydroxybutyrate (BHBA)_feces	103.865817138892	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000024817_hx	152.256406309245	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000002661_hx	132.627359638989	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000039050_hx	285.599874616648	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000053007_fx	188.117724929653	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000016308_hx	86.7568514625181	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000089889_hx	1475.22896027196	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000038175_hx	172.637953572759	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000034574_hx	375.47017212736	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000021147_hx	140.456326489088	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000079677_hx	135.237681593102	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000083563_hx	179.549831195497	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000068036_hx	145.460825809153	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000036352_hx	351.563228070301	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000035934_hx	202.125608487118	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000026986_fx	102.067881948815	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000034480_hx	169.329938147826	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000051335_hx	117.27918469444	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000059796_fx	160.512062643985	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000041119_hx	163.76585659802	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000018931_fx	51.185482225356	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000025492_hx	274.490826319709	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000090101_hx	327.498393010979	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000034430_hx	488.978204975234	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000039701_hx	183.269340312939	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000027630_hx	246.315767235712	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000020745_hx	158.887000455206	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000040302_fx	159.001825512115	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000012350_fx	575.597622674118	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000031776_fx	119.641386310348	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000034009_hx	323.606561203128	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000004902_hx	222.290497645856	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000059456_hx	425.408854796631	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000036893_fx	60.2653461769509	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000027612_hx	146.358811412553	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000031239_hx	147.470669202256	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000029910_fx	461.177337631803	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000036099_hx	72.0548976798317	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000079109_hx	95.5964988804268	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000071054_hx	305.373498354317	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000024400_hx	218.151066614519	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000040724_hx	295.57456470133	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000028668_hx	288.023166444537	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000061479_hx	201.70593127027	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000020289_hx	127.357129940473	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000029554_hx	64.1718871846983	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000028633_hx	106.645584356517	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	beta-muricholate_serum	353.952290405679	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000032114_fx	54.1611031645678	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000058267_hx	449.651544054014	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000002844_fx	230.720146233156	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000028560_hx	330.60355544262	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000061411_hx	115.564393669085	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000028246_hx	135.057542006932	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000008999_fx	122.191744876124	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000028132_hx	615.52853423145	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000041341_hx	249.681738494572	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000088359_fx	95.4940470386112	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000022234_hx	244.879473106721	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000031393_hx	134.630784400953	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000032368_hx	57.9360572847383	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000028878_hx	192.310915914671	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000034880_fx	189.716401965912	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000050668_hx	94.7904770259777	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000053553_hx	107.337101825387	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000027692_hx	99.1411126892427	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000031578_hx	45.5237639774525	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000032042_hx	813.189885214412	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000053930_hx	375.786710779854	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000031540_hx	379.184656532794	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	4-ethylcatechol sulfate_serum	65.8602472415198	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000069806_hx	141.521627756453	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000021130_hx	224.631811966599	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000042529_fx	154.734689466584	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000050471_hx	194.794819184121	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000033671_hx	102.238258283033	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000024085_fx	257.236994593372	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000021327_hx	177.12330462078	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000032563_hx	352.692156268905	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000109353_hx	483.329062333434	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000029701_hx	175.04657853229	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000030929_hx	204.722520101061	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000020042_hx	29.1845127080814	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000014361_fx	295.593778349495	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000034602_fx	361.23755830561	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000085438_hx	106.470751187195	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000035228_hx	439.589604147366	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000033805_hx	615.288006947573	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000027405_hx	472.722535378761	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000045349_hx	122.747190102242	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000022517_hx	33.0173251131076	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000024985_hx	60.8479447173044	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000020954_hx	1332.19660209154	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000021103_hx	732.580463587826	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000021071_hx	31.7308281915364	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000016984_hx	268.694053667534	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000029199_hx	293.753165091125	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000026080_hx	34.0766033286958	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000019790_hx	90.6742309345877	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000039367_hx	139.546996496944	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000022762_hx	158.284341600584	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000037224_hx	240.050709717712	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000084845_hx	267.005676498533	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000026036_hx	39.4327617972276	#cfcfcf	grey60_hx
ENSMUSG00000032327_fx	ENSMUSG00000024958_hx	83.366587804544	#cfcfcf	grey60_hx
