MODULE	NODE	P	FDR	N.mod	N.neigh	N.obsrv	N.expct	MEMBER	FILL	FOLD
red_hx	PWY-6609: adenine and adenosine salvage III|g__Bacteroides.s__Bacteroides_sartorii	0.100978128683363	0.331354799575866	486	458	104	74.543871399866	FALSE	0.22707423580786	1.3951515804985
grey60_hx	ENSMUSG00000081932_hx	0.104719623977079	0.331354799575866	268	578	74	51.8767582049565	FALSE	0.1280276816609	1.42645767701286
grey60_hx	ENSMUSG00000098111_fx	0.106647326187545	0.331354799575866	268	596	79	53.4922973878098	FALSE	0.13255033557047	1.47684814184113
brown4_hx	PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Lachnoclostridium.s__Clostridium_aldenense	0.107466421484065	0.331354799575866	102	940	51	32.1098459477562	FALSE	0.0542553191489362	1.58829787234043
grey60_hx	ENSMUSG00000033257_hx	0.133449113121671	0.400347339365014	268	727	91	65.2498325519089	FALSE	0.125171939477304	1.39463959432548
grey60_hx	ENSMUSG00000034430_hx	0.141367730820668	0.412942582134055	268	897	109	80.5077026121902	FALSE	0.121516164994426	1.35390771893043
red_hx	ENSMUSG00000078772_hx	0.147449542281652	0.413101178940932	486	405	94	65.9176155391828	TRUE	0.232098765432099	1.42602245592643
grey60_hx	PWY-5101: L-isoleucine biosynthesis II|g__Lachnoclostridium.s__Clostridium_hylemonae	0.148865289708444	0.413101178940932	268	395	56	35.4521098459478	FALSE	0.141772151898734	1.57959569242396
red_hx	ENSMUSG00000086728_hx	0.164621080920396	0.445681462979608	486	353	80	57.4541192230409	FALSE	0.226628895184136	1.39241539304492
red_hx	ENSMUSG00000008301_hx	0.178696311903976	0.467699204403338	486	437	97	71.125920964501	FALSE	0.221967963386728	1.36377847463533
GWAS_hx	ENSMUSG00000047126_hx	0.181180772876969	0.467699204403338	10	638	7	2.13663764233088	FALSE	0.0109717868338558	3.27617554858934
red_hx	ENSMUSG00000086583_hx	0.205398865351338	0.488589233871184	486	383	88	62.3369055592766	FALSE	0.22976501305483	1.41168380448914
red_hx	ENSMUSG00000098111_fx	0.209807009117533	0.488589233871184	486	596	127	97.0046885465506	FALSE	0.213087248322148	1.30921506890933
grey60_hx	PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_cellulosilyticus	0.211491438172718	0.488589233871184	268	445	63	39.939718687207	FALSE	0.141573033707865	1.57737715914808
red_hx	ENSMUSG00000020778_hx	0.212563392260274	0.488589233871184	486	769	154	125.162089752177	FALSE	0.200260078023407	1.23040451230019
salmon_hx	ENSMUSG00000042797_hx	0.215580445268657	0.488589233871184	351	376	64	44.1982585398526	FALSE	0.170212765957447	1.44802085227617
red_hx	VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	0.220373041161451	0.488589233871184	486	338	78	55.012726054923	FALSE	0.230769230769231	1.41785375118708
red_hx	SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Hungatella.s__Hungatella_hathewayi	0.222930096417761	0.488589233871184	486	483	106	78.6128600133958	FALSE	0.219461697722567	1.34837989588392
red_hx	ENSMUSG00000097618_fx	0.224486945292166	0.488589233871184	486	670	139	109.048894842599	FALSE	0.207462686567164	1.27465757631595
red_hx	ENSMUSG00000028849_hx	0.243579054074964	0.519947596198482	486	663	135	107.90957803081	TRUE	0.203619909502262	1.25104742751802
red_hx	ENSMUSG00000103427_hx	0.253972208357384	0.527787348680335	486	385	86	62.662424648359	FALSE	0.223376623376623	1.37243332798888
grey60_hx	PWY-6703: preQ0 biosynthesis|g__Alistipes.s__Alistipes_putredinis	0.260112319519853	0.527787348680335	268	319	48	28.6309444072338	FALSE	0.150470219435737	1.67650774341459
grey60_hx	PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Bacteroides.s__Bacteroides_sartorii	0.261516253850616	0.527787348680335	268	452	62	40.5679839249833	FALSE	0.13716814159292	1.52829877162858
red_hx	ENSMUSG00000018334_hx	0.273638544969991	0.532466698265867	486	888	181	144.530475552579	FALSE	0.203828828828829	1.25233103473844
grey60_hx	ENSMUSG00000032436_hx	0.27448546774325	0.532466698265867	268	454	58	40.7474882786336	FALSE	0.127753303964758	1.4234006180551
DEG_hx	ENSMUSG00000031320_fx	0.27822584233712	0.532466698265867	12	640	9	2.57200267916946	FALSE	0.0140625	3.49921875
red_hx	ENSMUSG00000062510_hx	0.28842872250408	0.542637088100896	486	486	107	79.1011386470194	TRUE	0.220164609053498	1.35269860624227
red_hx	ENSMUSG00000030801_fx	0.320337606215888	0.591167674852062	486	550	119	89.5177494976557	FALSE	0.216363636363636	1.32934530490086
red_hx	ENSMUSG00000015363_hx	0.324875929423205	0.591167674852062	486	341	76	55.5010046885466	TRUE	0.222873900293255	1.36934458081411
red_hx	PWY-3841: folate transformations II|g__Bacteroides.s__Bacteroides_xylanisolvens	0.332312544202295	0.594946651717013	486	402	87	65.4293369055593	FALSE	0.216417910447761	1.32967876666052
lightpink4_hx	ENSMUSG00000109179_hx	0.341399408482296	0.601513243516427	85	523	26	14.8878097789685	FALSE	0.0497131931166348	1.74639523113261
red_hx	ENSMUSG00000042737_hx	0.364944096236327	0.63294991690988	486	404	92	65.7548559946417	FALSE	0.227722772277228	1.39913620991729
grey60_hx	ENSMUSG00000040356_hx	0.390207440693789	0.654839397427824	268	573	76	51.4279973208305	FALSE	0.132635253054101	1.4777942746998
grey60_hx	ENSMUSG00000020778_hx	0.398340299795586	0.654839397427824	268	769	93	69.0194239785666	FALSE	0.120936280884265	1.34744677134484
lightcyan1_hx	ENSMUSG00000007815_hx	0.400406938141371	0.654839397427824	112	582	34	21.8298727394508	FALSE	0.0584192439862543	1.55749877270496
red_hx	ENSMUSG00000081932_hx	0.404773118567523	0.654839397427824	486	578	126	94.0750167448091	FALSE	0.217993079584775	1.33935665769576
red_hx	ENSMUSG00000104571_hx	0.407323764371037	0.654839397427824	486	411	91	66.89417280643	FALSE	0.221411192214112	1.36035765422086
DEG_hx	ENSMUSG00000070305_hx	0.412961782161691	0.654839397427824	12	562	8	2.25853985264568	FALSE	0.0142348754448399	3.54211150652432
red_hx	ENSMUSG00000032180_hx	0.428935724349086	0.667238479955786	486	417	91	67.8707300736772	FALSE	0.218225419664269	1.34078416279322
grey60_hx	ENSMUSG00000080979_hx	0.432803338349699	0.667238479955786	268	500	64	44.8760884125921	FALSE	0.128	1.42614925373134
grey60_hx	ENSMUSG00000051518_hx	0.44542369790541	0.677288088595898	268	769	99	69.0194239785666	TRUE	0.128738621586476	1.43437882110902
GWAS_hx	ENSMUSG00000026032_fx	0.456368126310424	0.684552189465635	10	707	7	2.36771600803751	FALSE	0.0099009900990099	2.95643564356436
grey60_hx	ENSMUSG00000106135_hx	0.477308220688275	0.701727706280322	268	568	71	50.9792364367046	FALSE	0.125	1.39272388059701
red_hx	PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Alistipes.s__Alistipes_finegoldii	0.480462213309049	0.701727706280322	486	716	144	116.535833891494	FALSE	0.201117318435754	1.23567142561556
red_hx	ENSMUSG00000030060_hx	0.499855967035168	0.720571588842904	486	493	106	80.2404554588078	FALSE	0.21501014198783	1.32102939089642
red_hx	ENSMUSG00000084830_fx	0.521896483941139	0.742698842531622	486	609	125	99.1205626255861	FALSE	0.205254515599343	1.26109050119267
red_hx	ENSMUSG00000037997_fx	0.529513313784563	0.743999719368183	486	350	80	56.9658405894173	FALSE	0.228571428571429	1.40435038212816
green_serum	ENSMUSG00000079227_hx	0.547515997406928	0.747649632164551	47	584	18	9.19223040857334	FALSE	0.0308219178082192	1.95817545904984
red_hx	ENSMUSG00000097579_fx	0.55174596626837	0.747649632164551	486	548	117	89.1922304085733	FALSE	0.213503649635036	1.3117734522844
grey60_hx	PWY-6897: thiamin salvage II|g__Lachnoclostridium.s__Clostridium_saccharolyticum	0.557694930791917	0.747649632164551	268	439	58	39.4012056262559	FALSE	0.132118451025057	1.47203617448067
grey60_hx	ENSMUSG00000006932_hx	0.559053328555475	0.747649632164551	268	963	115	86.4313462826524	FALSE	0.119418483904465	1.33053579454751
red_hx	ENSMUSG00000075012_hx	0.588068858147065	0.776664228609803	486	534	113	86.9135967849967	FALSE	0.211610486891386	1.30014179806107
red_hx	ENSMUSG00000034165_hx	0.597123681128315	0.776664228609803	486	633	131	103.026791694575	FALSE	0.20695102685624	1.27151392220727
red_hx	ENSMUSG00000097077_fx	0.607715964772148	0.776664228609803	486	478	100	77.7990622906899	FALSE	0.209205020920502	1.28536253594366
red_hx	ENSMUSG00000022940_hx	0.60922129014481	0.776664228609803	486	752	153	122.395177494977	FALSE	0.203457446808511	1.25004925137904
salmon_hx	ENSMUSG00000025894_hx	0.62636900591189	0.776664228609803	351	317	56	37.2628935030141	FALSE	0.176656151419558	1.50283552176297
red_hx	PWY-5686: UMP biosynthesis|g__Alistipes.s__Alistipes_putredinis_CAG_67	0.629168540884996	0.776664228609803	486	521	112	84.7977227059611	FALSE	0.214971209213052	1.32079018664645
red_hx	ENSMUSG00000048118_hx	0.630304129418053	0.776664228609803	486	768	155	124.999330207636	FALSE	0.201822916666667	1.24000664437586
grey60_hx	ENSMUSG00000104571_hx	0.638808924620495	0.776664228609803	268	411	57	36.8881446751507	FALSE	0.138686131386861	1.54521189672078
grey60_hx	PWY66-389: phytol degradation|g__Lachnoclostridium.s__Clostridium_clostridioforme	0.643721702991909	0.776664228609803	268	371	51	33.2980576021433	FALSE	0.137466307277628	1.53162087138432
red_hx	ENSMUSG00000029456_hx	0.714625098977973	0.852939634264033	486	468	102	76.171466845278	FALSE	0.217948717948718	1.33908409834336
ivory_hx	ENSMUSG00000047126_hx	0.731528708438067	0.854623037362942	109	638	35	23.2893503014066	FALSE	0.054858934169279	1.50283282045383
lightcyan1_hx	PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Lachnoclostridium.s__Clostridium_aldenense	0.744539157701059	0.854623037362942	112	940	50	35.2578700602813	FALSE	0.0531914893617021	1.41812310030395
grey60_hx	ENSMUSG00000038366_hx	0.75136605005953	0.854623037362942	268	690	89	61.9290020093771	FALSE	0.128985507246377	1.43712956954359
red_hx	ENSMUSG00000104100_hx	0.753530203206985	0.854623037362942	486	405	91	65.9176155391828	FALSE	0.224691358024691	1.38051110095006
grey60_hx	ENSMUSG00000022940_hx	0.756968657411951	0.854623037362942	268	752	95	67.4936369725385	FALSE	0.126329787234043	1.40754009209273
red_hx	ENSMUSG00000090101_hx	0.76223135764803	0.854623037362942	486	401	86	65.2665773610181	FALSE	0.214463840399002	1.31767289594943
red_hx	ENSMUSG00000015749_hx	0.784309810255663	0.870583889383786	486	719	145	117.024112525117	FALSE	0.201668984700974	1.23906088131092
GWAS_hx	ENSMUSG00000029145_hx	0.830026116278746	0.905941611299668	10	437	6	1.463496316142	FALSE	0.0137299771167048	4.09977116704805
lightpink4_hx	ENSMUSG00000064317_fx	0.836117622554837	0.905941611299668	85	321	19	9.13764233087743	FALSE	0.059190031152648	2.07931097672714
lightcyan1_hx	ENSMUSG00000015126_hx	0.840648522196989	0.905941611299668	112	646	35	24.2304085733423	FALSE	0.0541795665634675	1.44446594427245
salmon_hx	3-(4-hydroxyphenyl)propionate_serum	0.888892081776143	0.94459583818161	351	414	69	48.6651038178165	FALSE	0.166666666666667	1.41785375118708
red_hx	ENSMUSG00000026649_hx	0.893536603685307	0.94459583818161	486	346	77	56.3148024112525	FALSE	0.222543352601156	1.36731368491163
lightcyan1_hx	ENSMUSG00000037075_hx	0.907664482921663	0.950478845323628	112	638	37	23.9303415941058	FALSE	0.0579937304075235	1.54615427675773
lightpink4_hx	ENSMUSG00000000827_hx	0.930377289645887	0.965157749071902	85	456	21	12.9805760214334	FALSE	0.0460526315789474	1.61780185758514
lightcyan1_hx	ENSMUSG00000057880_hx	0.963480881520378	0.969499252676009	112	762	42	28.5813797722706	FALSE	0.0551181102362205	1.46948818897638
brown4_hx	ENSMUSG00000026833_hx	0.967058998377074	0.969499252676009	102	1312	63	44.8171466845278	FALSE	0.0480182926829268	1.40571197991392
salmon_hx	ENSMUSG00000031723_hx	0.968327682878144	0.969499252676009	351	343	58	40.3191560616209	FALSE	0.169096209912536	1.43852217321605
red_hx	ENSMUSG00000025993_hx	0.969499252676009	0.969499252676009	486	685	136	111.490288010717	FALSE	0.198540145985401	1.21983719323541
