TAIL	HEAD	WEIGHT	COLOR	MODULE
ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	mannitol/sorbitol_feces	61.6484399395807	#cfcfcf	midnightblue_feces
ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|unclassified_meta	64.7823226331197	#cfcfcf	midnightblue_feces
ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified_meta	47.2330659507122	#cfcfcf	midnightblue_feces
ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|unclassified_meta	42.5235551199681	#cfcfcf	midnightblue_feces
ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	2-oxoarginine*_feces	73.1505926411064	#cfcfcf	midnightblue_feces
ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	CALVIN-PWY: Calvin-Benson-Bassham cycle_meta	66.344882911407	#cfcfcf	midnightblue_feces
ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	PWY-6151: S-adenosyl-L-methionine cycle I|unclassified_meta	76.0624175972075	#cfcfcf	midnightblue_feces
ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	3-formylindole_feces	68.9483897253169	#cfcfcf	midnightblue_feces
ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	4-methyl-2-oxopentanoate_feces	51.5193806471344	#cfcfcf	midnightblue_feces
ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	3-methyl-2-oxobutyrate_feces	62.8340940259126	#cfcfcf	midnightblue_feces
ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	PWY0-1296: purine ribonucleosides degradation|unclassified_meta	37.1871291236156	#cfcfcf	midnightblue_feces
ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	allantoin_feces	102.070320696709	#cfcfcf	midnightblue_feces
ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	PWY-5103: L-isoleucine biosynthesis III|unclassified_meta	40.1637598946231	#cfcfcf	midnightblue_feces
ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	PWY-6527: stachyose degradation|unclassified_meta	49.8958909429332	#cfcfcf	midnightblue_feces
ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	4-hydroxyphenylpyruvate_feces	55.7147968876278	#cfcfcf	midnightblue_feces
ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	itaconate_feces	77.3203964246576	#cfcfcf	midnightblue_feces
ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	PWY-7237: myo-, chiro- and scillo-inositol degradation_meta	60.3932087826742	#cfcfcf	midnightblue_feces
ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	pantothenate_feces	47.577927592732	#cfcfcf	midnightblue_feces
ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	glutamyl-meso-diaminopimelate_feces	63.8082591270911	#cfcfcf	midnightblue_feces
ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	GlcNAc sulfate conjugate of C21H34O2 steroid**_feces	100.254641783408	#cfcfcf	midnightblue_feces
ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	5-(2-hydroxyethyl)-4-methylthiazole_feces	78.1719247355836	#cfcfcf	midnightblue_feces
ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	thiamin (vitamin B1)_feces	97.7677693116682	#cfcfcf	midnightblue_feces
ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	P161-PWY: acetylene degradation|unclassified_meta	51.0327979678223	#cfcfcf	midnightblue_feces
ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	4-acetamidobenzoate_feces	55.3425207828334	#cfcfcf	midnightblue_feces
ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|unclassified_meta	32.9137167356485	#cfcfcf	midnightblue_feces
ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	LACTOSECAT-PWY: lactose and galactose degradation I_meta	46.1907276456832	#cfcfcf	midnightblue_feces
ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	alpha-ketoglutarate_feces	65.0760613452711	#cfcfcf	midnightblue_feces
ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	phenylpyruvate_feces	33.0951965123821	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	PWY-5484: glycolysis II (from fructose 6-phosphate)|unclassified_meta	66.3309086376189	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	2-methylcitrate/homocitrate_feces	55.4113865653494	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II|unclassified_meta	43.2311033625671	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	famotidine_feces	31.3949034290247	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|unclassified_meta	91.8610220167055	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	tyramine O-sulfate_feces	112.181414023943	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	3-methyl-2-oxovalerate_feces	77.5358158274417	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	pregnenediol sulfate (C21H34O5S)*_feces	57.3776270054222	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|unclassified_meta	69.051874643171	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	PWY-6163: chorismate biosynthesis from 3-dehydroquinate|unclassified_meta	38.8198747239011	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	PWY-6703: preQ0 biosynthesis|unclassified_meta	45.9977131658123	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	PWY-6731: starch degradation III_meta	58.3608530730991	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	hexadecenedioate (C16:1-DC)*_feces	44.3821034022476	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	PWY-6317: galactose degradation I (Leloir pathway)|unclassified_meta	55.1361062766701	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	56.4393945951843	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	oleoyl-oleoyl-glycerol (18:1/18:1) [2]*_feces	56.9757474900161	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	ANAEROFRUCAT-PWY: homolactic fermentation|unclassified_meta	59.5090082308991	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	hydroxymethylpyrimidine_feces	76.5415228445982	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	diacylglycerol (14:0/18:1, 16:0/16:1) [1]*_feces	62.8953242319763	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	63.9806220583165	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	VALSYN-PWY: L-valine biosynthesis|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	70.2971536302369	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|unclassified_meta	52.3220788891657	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	PWY66-422: D-galactose degradation V (Leloir pathway)|unclassified_meta	41.4692592889187	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|unclassified_meta	48.3713174686505	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	PWY-1042: glycolysis IV (plant cytosol)|unclassified_meta	59.7123802947911	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	2-oxoarginine*_feces	76.9350495294172	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|unclassified_meta	40.0635377705906	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	PWY-5100: pyruvate fermentation to acetate and lactate II_meta	52.877578055441	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	VALSYN-PWY: L-valine biosynthesis|unclassified_meta	39.5834277485932	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|unclassified_meta	62.749784312341	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|unclassified_meta	54.9618219464661	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	itaconate_feces	80.1245482052524	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	adipate (C6-DC)_feces	150.873809765232	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	vanillin_feces	67.9798534959717	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	ARO-PWY: chorismate biosynthesis I|unclassified_meta	54.8746255641227	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)_meta	43.9098074177815	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	3-formylindole_feces	68.8886783685902	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	PWY0-1297: superpathway of purine deoxyribonucleosides degradation|unclassified_meta	46.3793923878012	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	PWY-6737: starch degradation V|unclassified_meta	53.9600018551506	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	46.5209233341111	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	4-acetamidobenzoate_feces	55.149317300028	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	CALVIN-PWY: Calvin-Benson-Bassham cycle_meta	68.8023903468999	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	mannitol/sorbitol_feces	65.4019652178156	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	4-methyl-2-oxopentanoate_feces	51.7944452102508	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	2-methoxyacetaminophen sulfate*_feces	117.122376404217	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	PWY-5103: L-isoleucine biosynthesis III|unclassified_meta	40.6383012454556	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|unclassified_meta	44.7761854115004	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	PWY-7237: myo-, chiro- and scillo-inositol degradation_meta	62.1177255758402	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	3-methyl-2-oxobutyrate_feces	62.3822316532012	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	PWY-6527: stachyose degradation|unclassified_meta	48.8554409515659	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	PWY-5676: acetyl-CoA fermentation to butanoate II_meta	80.8501718221072	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	thiamin (vitamin B1)_feces	106.755706766549	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	5-(2-hydroxyethyl)-4-methylthiazole_feces	82.757675693683	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	LACTOSECAT-PWY: lactose and galactose degradation I_meta	47.9500262209673	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	4-hydroxyphenylpyruvate_feces	57.5223810331843	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	pantothenate_feces	47.0385105862029	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|unclassified_meta	67.2939061049866	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|unclassified_meta	41.1446454852895	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified_meta	47.8760603118391	#cfcfcf	midnightblue_feces
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	55.802427445466	#cfcfcf	midnightblue_feces
