MODULE	NODE	P	FDR	N.mod	N.neigh	N.obsrv	N.expct	MEMBER	FILL	FOLD
midnightblue_feces	GLUTORN-PWY: L-ornithine biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	1.44267046282665e-09	2.07744546647037e-08	21	72	20	2.38485804416404	FALSE	0.277777777777778	8.38624338624339
midnightblue_feces	PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	1.64190177957468e-09	2.25175101198813e-08	21	69	20	2.28548895899054	FALSE	0.289855072463768	8.75086266390614
midnightblue_feces	ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	1.81366746191628e-09	2.37425558650858e-08	21	73	21	2.41798107255521	FALSE	0.287671232876712	8.68493150684932
midnightblue_feces	TRPSYN-PWY: L-tryptophan biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	2.15411960052825e-09	2.66980673183165e-08	21	73	21	2.41798107255521	FALSE	0.287671232876712	8.68493150684932
midnightblue_feces	PWY-6700: queuosine biosynthesis|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	2.22483894319304e-09	2.66980673183165e-08	21	67	19	2.2192429022082	FALSE	0.283582089552239	8.56147832267235
midnightblue_feces	PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|g__Citrobacter.s__Citrobacter_farmeri_meta	2.35345746627996e-09	2.71118300115451e-08	21	73	21	2.41798107255521	FALSE	0.287671232876712	8.68493150684932
midnightblue_feces	PANTO-PWY: phosphopantothenate biosynthesis I|g__Eggerthella.s__Eggerthella_lenta_meta	2.60699871296835e-09	2.88775242051879e-08	21	66	20	2.18611987381703	FALSE	0.303030303030303	9.14862914862915
midnightblue_feces	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Enterococcus.s__Enterococcus_casseliflavus_meta	3.54572155237173e-09	3.65751923975372e-08	21	73	21	2.41798107255521	FALSE	0.287671232876712	8.68493150684932
midnightblue_feces	HISTSYN-PWY: L-histidine biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	3.56288302531797e-09	3.65751923975372e-08	21	72	21	2.38485804416404	FALSE	0.291666666666667	8.80555555555556
midnightblue_feces	PWY-3841: folate transformations II|g__Enterococcus.s__Enterococcus_casseliflavus_meta	3.79971285292658e-09	3.65751923975372e-08	21	73	21	2.41798107255521	FALSE	0.287671232876712	8.68493150684932
midnightblue_feces	NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	3.80991587474346e-09	3.65751923975372e-08	21	72	21	2.38485804416404	FALSE	0.291666666666667	8.80555555555556
midnightblue_feces	DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	4.05763453186837e-09	3.76967337154223e-08	21	73	21	2.41798107255521	FALSE	0.287671232876712	8.68493150684932
midnightblue_feces	PWY-5989: stearate biosynthesis II (bacteria and plants)|g__Citrobacter.s__Citrobacter_farmeri_meta	4.90808781048028e-09	4.36467745187207e-08	21	69	20	2.28548895899054	FALSE	0.289855072463768	8.75086266390614
midnightblue_feces	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Enterococcus.s__Enterococcus_casseliflavus_meta	5.21150711125385e-09	4.36467745187207e-08	21	66	18	2.18611987381703	FALSE	0.272727272727273	8.23376623376623
midnightblue_feces	PWY66-391: fatty acid &beta;-oxidation VI (peroxisome)_meta	5.24372708920147e-09	4.36467745187207e-08	21	73	21	2.41798107255521	FALSE	0.287671232876712	8.68493150684932
midnightblue_feces	PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Citrobacter.s__Citrobacter_farmeri_meta	5.35989676450508e-09	4.36467745187207e-08	21	69	18	2.28548895899054	FALSE	0.260869565217391	7.87577639751553
midnightblue_feces	PWY-6737: starch degradation V|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	5.47811607706101e-09	4.36467745187207e-08	21	71	20	2.35173501577287	FALSE	0.28169014084507	8.50435949027498
midnightblue_feces	PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	5.60739811525231e-09	4.36467745187207e-08	21	73	21	2.41798107255521	FALSE	0.287671232876712	8.68493150684932
midnightblue_feces	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	5.79336209319178e-09	4.39075863905061e-08	21	70	20	2.3186119873817	FALSE	0.285714285714286	8.62585034013606
midnightblue_feces	PWY-5667: CDP-diacylglycerol biosynthesis I|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	6.19224504253514e-09	4.57273480064133e-08	21	73	21	2.41798107255521	FALSE	0.287671232876712	8.68493150684932
midnightblue_feces	PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	7.02362204650564e-09	5.05700787348406e-08	21	69	21	2.28548895899054	FALSE	0.304347826086957	9.18840579710145
midnightblue_feces	DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Citrobacter.s__Citrobacter_farmeri_meta	7.22005655787226e-09	5.07164948455418e-08	21	66	19	2.18611987381703	FALSE	0.287878787878788	8.69119769119769
midnightblue_feces	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	8.28468528641307e-09	5.68092705354039e-08	21	69	20	2.28548895899054	FALSE	0.289855072463768	8.75086266390614
midnightblue_feces	COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Anaerostipes.s__Anaerostipes_caccae_meta	9.66326107420108e-09	6.47213764969747e-08	21	73	21	2.41798107255521	FALSE	0.287671232876712	8.68493150684932
midnightblue_feces	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Citrobacter.s__Citrobacter_farmeri_meta	1.01598033754973e-08	6.65005311850729e-08	21	73	21	2.41798107255521	FALSE	0.287671232876712	8.68493150684932
midnightblue_feces	PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	1.05084927771161e-08	6.72543537735428e-08	21	73	21	2.41798107255521	FALSE	0.287671232876712	8.68493150684932
midnightblue_feces	PWY-7663: gondoate biosynthesis (anaerobic)|g__Citrobacter.s__Citrobacter_farmeri_meta	1.26282371935169e-08	7.90637459072365e-08	21	73	21	2.41798107255521	FALSE	0.287671232876712	8.68493150684932
midnightblue_feces	GLYOXYLATE-BYPASS: glyoxylate cycle|g__Citrobacter.s__Citrobacter_portucalensis_meta	1.46189854842067e-08	8.6114765849737e-08	21	66	20	2.18611987381703	FALSE	0.303030303030303	9.14862914862915
midnightblue_feces	PWY-6609: adenine and adenosine salvage III|g__Anaerostipes.s__Anaerostipes_caccae_meta	1.4631375915014e-08	8.6114765849737e-08	21	73	21	2.41798107255521	FALSE	0.287671232876712	8.68493150684932
midnightblue_feces	P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I|g__Citrobacter.s__Citrobacter_farmeri_meta	1.46514705786011e-08	8.6114765849737e-08	21	68	20	2.25236593059937	FALSE	0.294117647058824	8.87955182072829
midnightblue_feces	COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	1.51865214300722e-08	8.74743634372159e-08	21	73	21	2.41798107255521	FALSE	0.287671232876712	8.68493150684932
midnightblue_feces	GLUTORN-PWY: L-ornithine biosynthesis|g__Enterococcus.s__Enterococcus_casseliflavus_meta	1.7377050573822e-08	9.81292267698182e-08	21	65	19	2.15299684542587	FALSE	0.292307692307692	8.82490842490843
midnightblue_feces	PWY-6595: superpathway of guanosine nucleotides degradation (plants)_meta	1.85035607657093e-08	1.02481259625467e-07	21	73	21	2.41798107255521	FALSE	0.287671232876712	8.68493150684932
midnightblue_feces	ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Anaerostipes.s__Anaerostipes_caccae_meta	1.94488555209993e-08	1.05684346982034e-07	21	67	20	2.2192429022082	FALSE	0.298507462686567	9.01208244491827
midnightblue_feces	ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	2.64955875372529e-08	1.41309800198682e-07	21	73	21	2.41798107255521	FALSE	0.287671232876712	8.68493150684932
midnightblue_feces	PWY-1042: glycolysis IV (plant cytosol)|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	3.20770127845463e-08	1.6796690330817e-07	21	73	21	2.41798107255521	FALSE	0.287671232876712	8.68493150684932
midnightblue_feces	PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	3.29579593475391e-08	1.68403132761831e-07	21	71	21	2.35173501577287	FALSE	0.295774647887324	8.92957746478873
midnightblue_feces	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Citrobacter.s__Citrobacter_farmeri_meta	3.33297866924458e-08	1.68403132761831e-07	21	68	19	2.25236593059937	FALSE	0.279411764705882	8.43557422969188
midnightblue_feces	PWY-5097: L-lysine biosynthesis VI|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	3.69788642079252e-08	1.83619187791077e-07	21	73	21	2.41798107255521	FALSE	0.287671232876712	8.68493150684932
midnightblue_feces	GALLATE-DEGRADATION-II-PWY: gallate degradation I_meta	4.89210124635807e-08	2.32163321556702e-07	21	67	17	2.2192429022082	FALSE	0.253731343283582	7.66027007818053
midnightblue_feces	PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	4.89539947392439e-08	2.32163321556702e-07	21	71	20	2.35173501577287	FALSE	0.28169014084507	8.50435949027498
midnightblue_feces	PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Anaerostipes.s__Anaerostipes_caccae_meta	4.91734813019403e-08	2.32163321556702e-07	21	71	20	2.35173501577287	FALSE	0.28169014084507	8.50435949027498
midnightblue_feces	COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Anaerostipes.s__Anaerostipes_caccae_meta	5.21521565206987e-08	2.42255178676794e-07	21	70	21	2.3186119873817	FALSE	0.3	9.05714285714286
midnightblue_feces	PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Actinomyces.s__Actinomyces_sp_HMSC035G02_meta	5.65152317200546e-08	2.57185885304128e-07	21	65	18	2.15299684542587	FALSE	0.276923076923077	8.36043956043956
midnightblue_feces	PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)|g__Citrobacter.s__Citrobacter_farmeri_meta	5.71524189564729e-08	2.57185885304128e-07	21	72	21	2.38485804416404	FALSE	0.291666666666667	8.80555555555556
midnightblue_feces	PWY-5136: fatty acid &beta;-oxidation II (peroxisome)|g__Citrobacter.s__Citrobacter_farmeri_meta	5.82705231899341e-08	2.58183241210785e-07	21	66	19	2.18611987381703	FALSE	0.287878787878788	8.69119769119769
midnightblue_feces	RHAMCAT-PWY: L-rhamnose degradation I|g__Citrobacter.s__Citrobacter_farmeri_meta	7.16974403900872e-08	3.12861558065835e-07	21	67	20	2.2192429022082	FALSE	0.298507462686567	9.01208244491827
midnightblue_feces	PWY-1042: glycolysis IV (plant cytosol)|g__Enterococcus.s__Enterococcus_casseliflavus_meta	7.56122562985277e-08	3.25019847969791e-07	21	73	21	2.41798107255521	FALSE	0.287671232876712	8.68493150684932
midnightblue_feces	PWY-5855: ubiquinol-7 biosynthesis (prokaryotic)|g__Citrobacter.s__Citrobacter_farmeri_meta	1.04993562537616e-07	4.44678617806374e-07	21	71	21	2.35173501577287	FALSE	0.295774647887324	8.92957746478873
midnightblue_feces	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Citrobacter.s__Citrobacter_farmeri_meta	1.0861000907649e-07	4.53328733536653e-07	21	72	21	2.38485804416404	FALSE	0.291666666666667	8.80555555555556
midnightblue_feces	PWY-5971: palmitate biosynthesis II (bacteria and plants)|g__Citrobacter.s__Citrobacter_farmeri_meta	1.15607299169866e-07	4.75641459441734e-07	21	67	18	2.2192429022082	FALSE	0.26865671641791	8.11087420042644
midnightblue_feces	PWY-7094: fatty acid salvage|g__Citrobacter.s__Citrobacter_farmeri_meta	1.35359732941171e-07	5.49064832212072e-07	21	65	17	2.15299684542587	FALSE	0.261538461538462	7.8959706959707
midnightblue_feces	PWY-7288: fatty acid &beta;-oxidation (peroxisome, yeast)|unclassified_meta	1.38949767383143e-07	5.49206420825737e-07	21	66	18	2.18611987381703	FALSE	0.272727272727273	8.23376623376623
midnightblue_feces	PWY-5840: superpathway of menaquinol-7 biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	1.39208571945413e-07	5.49206420825737e-07	21	66	18	2.18611987381703	FALSE	0.272727272727273	8.23376623376623
midnightblue_feces	PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	1.43425487013209e-07	5.58196489997352e-07	21	69	20	2.28548895899054	FALSE	0.289855072463768	8.75086266390614
midnightblue_feces	PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Klebsiella.s__Klebsiella_oxytoca_meta	1.6277820628031e-07	6.25056649269579e-07	21	66	18	2.18611987381703	FALSE	0.272727272727273	8.23376623376623
midnightblue_feces	FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Citrobacter.s__Citrobacter_farmeri_meta	1.64945504668361e-07	6.25056649269579e-07	21	67	18	2.2192429022082	FALSE	0.26865671641791	8.11087420042644
midnightblue_feces	PWY-4981: L-proline biosynthesis II (from arginine)|g__Citrobacter.s__Citrobacter_farmeri_meta	1.68359010698487e-07	6.29706429625511e-07	21	70	19	2.3186119873817	FALSE	0.271428571428571	8.19455782312925
midnightblue_feces	PWY-7446: sulfoglycolysis|g__Citrobacter.s__Citrobacter_farmeri_meta	1.72972792487159e-07	6.38668772260279e-07	21	69	19	2.28548895899054	FALSE	0.27536231884058	8.31331953071084
midnightblue_feces	PWY0-1296: purine ribonucleosides degradation|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	1.79675864178267e-07	6.55020871941023e-07	21	68	20	2.25236593059937	FALSE	0.294117647058824	8.87955182072829
midnightblue_feces	HISTSYN-PWY: L-histidine biosynthesis|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	2.42253169702507e-07	8.72111410929024e-07	21	69	20	2.28548895899054	FALSE	0.289855072463768	8.75086266390614
midnightblue_feces	PWY-6606: guanosine nucleotides degradation II|g__Anaerostipes.s__Anaerostipes_caccae_meta	2.45806411819449e-07	8.73978353135818e-07	21	66	17	2.18611987381703	FALSE	0.257575757575758	7.77633477633478
midnightblue_feces	PWY-5845: superpathway of menaquinol-9 biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	2.61804968230622e-07	9.19510132322183e-07	21	69	19	2.28548895899054	FALSE	0.27536231884058	8.31331953071084
midnightblue_feces	GLUCONEO-PWY: gluconeogenesis I|g__Citrobacter.s__Citrobacter_farmeri_meta	2.72752270208675e-07	9.46417515904801e-07	21	65	18	2.15299684542587	FALSE	0.276923076923077	8.36043956043956
midnightblue_feces	PWY0-1296: purine ribonucleosides degradation|g__Citrobacter.s__Citrobacter_farmeri_meta	3.26442779499663e-07	1.11923238685599e-06	21	72	20	2.38485804416404	FALSE	0.277777777777778	8.38624338624339
midnightblue_feces	PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Citrobacter.s__Citrobacter_farmeri_meta	3.81916245064386e-07	1.29402210092404e-06	21	65	18	2.15299684542587	FALSE	0.276923076923077	8.36043956043956
midnightblue_feces	VALSYN-PWY: L-valine biosynthesis|g__Citrobacter.s__Citrobacter_portucalensis_meta	1.06814715773832e-06	3.57705094684462e-06	21	67	17	2.2192429022082	FALSE	0.253731343283582	7.66027007818053
midnightblue_feces	GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation|g__Citrobacter.s__Citrobacter_farmeri_meta	1.08328008538069e-06	3.58603062746712e-06	21	72	20	2.38485804416404	FALSE	0.277777777777778	8.38624338624339
midnightblue_feces	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Coprobacillus.s__Coprobacillus_cateniformis_meta	1.13250164642844e-06	3.7063690246749e-06	21	68	17	2.25236593059937	FALSE	0.25	7.54761904761905
midnightblue_feces	PWY0-1296: purine ribonucleosides degradation|g__Coprobacillus.s__Coprobacillus_cateniformis_meta	2.85821354284984e-06	9.24905056562644e-06	21	67	17	2.2192429022082	FALSE	0.253731343283582	7.66027007818053
midnightblue_feces	TRNA-CHARGING-PWY: tRNA charging|g__Citrobacter.s__Citrobacter_farmeri_meta	3.60041598958095e-06	1.1521331166659e-05	21	69	17	2.28548895899054	FALSE	0.246376811594203	7.43823326432022
darkturquoise_feces	PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	2.34525619378689e-05	7.42234927264424e-05	8	73	8	0.921135646687697	FALSE	0.10958904109589	8.68493150684932
darkturquoise_feces	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Enterococcus.s__Enterococcus_casseliflavus_meta	2.5498374982615e-05	7.98209999455774e-05	8	66	8	0.832807570977918	FALSE	0.121212121212121	9.60606060606061
darkturquoise_feces	PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_caccae_meta	2.58485255389361e-05	8.00470468302537e-05	8	71	8	0.89589905362776	FALSE	0.112676056338028	8.92957746478873
darkturquoise_feces	PWY-6749: CMP-legionaminate biosynthesis I|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	2.72192309206231e-05	8.33950904802069e-05	8	72	8	0.908517350157729	FALSE	0.111111111111111	8.80555555555556
darkturquoise_feces	TRNA-CHARGING-PWY: tRNA charging|g__Citrobacter.s__Citrobacter_farmeri_meta	2.98311705449483e-05	9.04355485994223e-05	8	69	8	0.870662460567823	FALSE	0.115942028985507	9.18840579710145
darkturquoise_feces	GLUTORN-PWY: L-ornithine biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	3.02535807721633e-05	9.07607423164899e-05	8	72	8	0.908517350157729	FALSE	0.111111111111111	8.80555555555556
darkturquoise_feces	PWY-1042: glycolysis IV (plant cytosol)|g__Enterococcus.s__Enterococcus_casseliflavus_meta	3.09339452413029e-05	9.1845115767992e-05	8	73	8	0.921135646687697	FALSE	0.10958904109589	8.68493150684932
darkturquoise_feces	PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Citrobacter.s__Citrobacter_farmeri_meta	3.12529424694435e-05	9.18453819510176e-05	8	65	8	0.82018927444795	FALSE	0.123076923076923	9.75384615384615
darkturquoise_feces	BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	3.26405838982508e-05	9.49544258858204e-05	8	69	8	0.870662460567823	FALSE	0.115942028985507	9.18840579710145
darkturquoise_feces	PWY-6595: superpathway of guanosine nucleotides degradation (plants)_meta	3.37262153450272e-05	9.63776524899727e-05	8	73	8	0.921135646687697	FALSE	0.10958904109589	8.68493150684932
darkturquoise_feces	DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	3.46575498946784e-05	9.63776524899727e-05	8	73	8	0.921135646687697	FALSE	0.10958904109589	8.68493150684932
darkturquoise_feces	PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Anaerostipes.s__Anaerostipes_caccae_meta	3.47060183791116e-05	9.63776524899727e-05	8	73	8	0.921135646687697	FALSE	0.10958904109589	8.68493150684932
darkturquoise_feces	GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Citrobacter.s__Citrobacter_farmeri_meta	3.49496549478839e-05	9.63776524899727e-05	8	72	8	0.908517350157729	FALSE	0.111111111111111	8.80555555555556
darkturquoise_feces	PWY-6151: S-adenosyl-L-methionine cycle I|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	3.5076273933307e-05	9.63776524899727e-05	8	72	8	0.908517350157729	FALSE	0.111111111111111	8.80555555555556
darkturquoise_feces	GALLATE-DEGRADATION-II-PWY: gallate degradation I_meta	3.51376858036359e-05	9.63776524899727e-05	8	67	8	0.845425867507886	FALSE	0.119402985074627	9.46268656716418
darkturquoise_feces	HISTSYN-PWY: L-histidine biosynthesis|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	3.60922057675332e-05	9.7350564802742e-05	8	69	8	0.870662460567823	FALSE	0.115942028985507	9.18840579710145
darkturquoise_feces	METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Citrobacter.s__Citrobacter_farmeri_meta	3.61684390065743e-05	9.7350564802742e-05	8	73	8	0.921135646687697	FALSE	0.10958904109589	8.68493150684932
darkturquoise_feces	PWY-6609: adenine and adenosine salvage III|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	3.72647586108774e-05	9.93223702977646e-05	8	73	8	0.921135646687697	FALSE	0.10958904109589	8.68493150684932
darkturquoise_feces	PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	3.75907582029734e-05	9.93223702977646e-05	8	73	8	0.921135646687697	FALSE	0.10958904109589	8.68493150684932
darkturquoise_feces	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Citrobacter.s__Citrobacter_farmeri_meta	3.798600019889e-05	9.94542550661847e-05	8	72	8	0.908517350157729	FALSE	0.111111111111111	8.80555555555556
darkturquoise_feces	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	3.85774821964503e-05	0.000100092926779979	8	70	8	0.883280757097792	FALSE	0.114285714285714	9.05714285714286
darkturquoise_feces	ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans_meta	3.95359983253024e-05	0.000100213161570202	8	73	8	0.921135646687697	FALSE	0.10958904109589	8.68493150684932
darkturquoise_feces	PWY-7446: sulfoglycolysis|g__Citrobacter.s__Citrobacter_farmeri_meta	3.96241934155973e-05	0.000100213161570202	8	69	8	0.870662460567823	FALSE	0.115942028985507	9.18840579710145
darkturquoise_feces	PWY-5415: catechol degradation I (meta-cleavage pathway)_meta	3.96677097882049e-05	0.000100213161570202	8	73	8	0.921135646687697	FALSE	0.10958904109589	8.68493150684932
