Pathway	ID2	ID8	ID14	ID20	ID26	ID32	ID38	ID44	ID50	ID56	ID62	ID68	ID74	ID80	ID86	ID92	ID98	ID104	ID110	ID116
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	0	2.074552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.95696	0	0	1.811158
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	6.60452	9.0053	0	0	0	6.65622	55.6462	0	0	0	0	0	13.31148	0	0	0	16.789954	0	0	9.76148
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6	5.66254	6.20677	0	0	0	5.28456	51.23048	0	0	0	0	0	11.85742	0	0	0	15.190534	0	0	8.51166
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens	0	1.719342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	0	0.5581	0	0	0	0	0	0	0	0	0	0	0	0	0.300808	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum_CAG_69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Blautia.s__Blautia_coccoides	0	0	0	0	0	0	0	0	0	0	0	0	1.556524	0	0.94832	4.481182	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Blautia.s__Blautia_obeum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Blautia.s__Blautia_producta	0	0.568374	0	0	0	0	0	0	0	0	0	0	0	0	1.251242	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Blautia.s__Blautia_sp_CAG_257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.908148	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Blautia.s__Blautia_wexlerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Blautia.s__Ruminococcus_gnavus	0	0	0	0	0	0	5.86224	0	0	0	8.680364	6.871384	5.435558	6.912176	7.965986	6.926482	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Blautia.s__Ruminococcus_torques	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Citrobacter.s__Citrobacter_amalonaticus	0	0.669202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Citrobacter.s__Citrobacter_farmeri	0	0	0	0	0	0	0	0	0	0	2.85908	9.316326	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Citrobacter.s__Citrobacter_koseri	0	0	0	0	0	0	0	3.6471	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Citrobacter.s__Citrobacter_werkmanii	0	0	0	0	0	0	0	0.827578	0.585614	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Clostridioides.s__Clostridioides_difficile	0	0	0	0	0	0.375774	0	0	0	5.51186	3.20405	4.10004	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Clostridium.s__Clostridium_paraputrificum	0	0	0	0	0	0	0	0	1.633864	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Coprobacillus.s__Coprobacillus_cateniformis	0	0	0	0	0	0	0	0	0	0	0.713942	2.62285	0	0	0.217632	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Coprococcus.s__Coprococcus_eutactus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Dorea.s__Dorea_longicatena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Dorea.s__Dorea_longicatena_CAG_42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Dysgonomonas.s__Dysgonomonas_mossii	0	0	0	0	0	0	0	0	0	0	22.84292	0	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Eisenbergiella.s__Eisenbergiella_massiliensis	9.66474	0	22.92278	34.50334	0	0	0	0	0	0	0	0	0	0	1.778662	0	0.42605	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Eisenbergiella.s__Eisenbergiella_tayi	0	0	0	0	0	0	0	0	0	0	45.970556	61.4359	0	0	2.288182	3.62625	5.347654	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Enterobacter.s__Enterobacter_cloacae_complex	0	0	0	9.24656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Enterococcus.s__Enterococcus_avium	0	0	0	0	0	0	5.19922	0	0	4.9573	0	0	0	0	0.685848	0	6.084332	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Enterococcus.s__Enterococcus_faecium	0.504378	0	0	0	0	2.65942	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Erysipelatoclostridium.s__Clostridium_innocuum	4.36054	0	0	0	9.4533	17.284132	0	0	0	0	0	0	0	0	0	0	10.334816	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Escherichia.s__Escherichia_coli	0	7.7248	11.59818	1.546158	8.99724	3.575544	0	3.65508	0	0	14.90251	11.0320636	1.96887	0	9.025424	5.515044	0	0	64.6559	118.6822
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Flavonifractor.s__Flavonifractor_plautii	0	0	0	0	0	1.452628	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Hungatella.s__Hungatella_hathewayi	0	3.17977	19.990808	14.8314	0	0	1.402356	8.90022	0	0	0	0	7.045298	9.59694	2.136	1.113254	1.608288	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	0	0	0	0	9.5296	2.062272	0	0.3252288	0.3066	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	1.897412	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Klebsiella.s__Klebsiella_quasipneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Lachnoclostridium.s__Clostridium_bolteae	3.36716	0.742208	1.535096	0	2.1851	8.219504	3.880122	6.70422	0	0	0	0	0	0	0.944568	1.15746	0.343952	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Lachnoclostridium.s__Clostridium_citroniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.927758	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	1.98134	0	0	0	0	0	0	0	0	0	0	4.262302	8.792048	0	0	2.025658	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Lachnoclostridium.s__Clostridium_hylemonae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.309456	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Lactococcus.s__Lactococcus_lactis	6.62904	0	0	0	0	8.76372	0	0	9.23682	16.40292	5.750208	10.83571	2.147386	2.759254	0.516734	0	0	88.80432	6.566234	18.40962
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Leclercia.s__Leclercia_adecarboxylata	0	0	0	0.776574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0	0	0	38.690124	80.45652	0	0	45.12774	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Parabacteroides.s__Parabacteroides_johnsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.156416	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Prevotella.s__Prevotella_buccae	0	15.65706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Pseudomonas.s__Pseudomonas_aeruginosa_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.20136
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Raoultella.s__Raoultella_ornithinolytica	0	0	0	21.8262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Roseburia.s__Roseburia_faecis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Roseburia.s__Roseburia_hominis	0	0	0	0	0	3.05568	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum	0	0	0	0	0	2.89296	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Sellimonas.s__Sellimonas_intestinalis	0	2.22362	1.163346	0	0	1.160946	1.699296	0	0	0	18.73634	0	0	0	0	1.079554	0.570634	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Streptococcus.s__Streptococcus_thermophilus	0	0	0	0	0	0	0	1.182136	2.21674	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Streptococcus.s__Streptococcus_thermophilus_CAG_236	0	0	0	0	0	0	0	1.031208	4.39938	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Terrisporobacter.s__Terrisporobacter_othiniensis	0	0	0	0	0	0	0	0	0	0	0	0	0	1.258174	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Tyzzerella.s__Tyzzerella_nexilis	0	0	0	0	0	0	1.844	0	0	0	10.742568	0	0	0	4.772948	7.443314	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Veillonella.s__Veillonella_parvula	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|unclassified	11.013004	26.821334	27.68544	24.60234	4.47386	2.03438	5.10954	18.986668	18.2493	11.05544	15.770992	1.96553	4.18136	0	46.85772	45.53682	17.908566	2.06356	30.26236	0
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation	5.62866	2.56976	0	15.24686	1.89826	1.754396	0	18.77426	15.157654	7.255	17.756964	7.244328	0	0	0	0	0	0	6.84218	0
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation|g__Enterobacter.s__Enterobacter_cloacae_complex	0	0	0	6.04082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation|g__Escherichia.s__Escherichia_coli	0	2.28614	0	0	0.253788	1.088096	0	0	0	0	15.30212	4.69208	0	0	0	0	0	0	6.66978	0
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	0	0	0	0	8.90414	0	0	0	0	0	0	0	0	0	0	0	0
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation|g__Leclercia.s__Leclercia_adecarboxylata	0	0	0	1.292558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation|unclassified	5.39108	0	0	0	0	0	0	5.22336	11.477714	7.255	0	0	0	0	0	0	0	0	0	0
AEROBACTINSYN-PWY: aerobactin biosynthesis	0	0	0	8.3238	0	0	0	2.5669	0	0	0	0	4.6026	0	0	0	0	0	81.73734	2.49776
AEROBACTINSYN-PWY: aerobactin biosynthesis|g__Citrobacter.s__Citrobacter_koseri	0	0	0	0	0	0	0	1.634048	0	0	0	0	0	0	0	0	0	0	0	0
AEROBACTINSYN-PWY: aerobactin biosynthesis|g__Enterobacter.s__Enterobacter_cloacae_complex	0	0	0	7.5306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AEROBACTINSYN-PWY: aerobactin biosynthesis|g__Enterobacter.s__Enterobacter_mori	0	0	0	0.25876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AEROBACTINSYN-PWY: aerobactin biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	3.28256	0	0	0	0	0	78.21764	2.49776
AEROBACTINSYN-PWY: aerobactin biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0.257314	0	0	0	0	1.286326	0	0	0	0	0	0	0
AEROBACTINSYN-PWY: aerobactin biosynthesis|g__Klebsiella.s__Klebsiella_quasipneumoniae	0	0	0	0	0	0	0	0.1973746	0	0	0	0	0	0	0	0	0	0	0	0
ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast	2.50904	0	0	1.24876	0	1.628624	0	5.94732	0	0	0	0	0.354608	0	0	0	0	0	7.25474	9.143008
ANAEROFRUCAT-PWY: homolactic fermentation	245.6418	303.7334	228.4516	242.345	249.1608	298.6664	287.27134	269.2448	256.4242	167.81398	295.784	255.9526	338.3392	346.136	339.8458	340.093	371.6464	3.33368	231.6974	267.838
ANAEROFRUCAT-PWY: homolactic fermentation|g__Citrobacter.s__Citrobacter_amalonaticus	0	0	0	0	0	0	0	0.410946	0.510898	0	0	0	0	0	0	0	0	0	0	0
ANAEROFRUCAT-PWY: homolactic fermentation|g__Citrobacter.s__Citrobacter_farmeri	0	0	0	0	0	0	0	0	0	0	2.22209	9.679792	0	0	0	0	0	0	0	0
ANAEROFRUCAT-PWY: homolactic fermentation|g__Citrobacter.s__Citrobacter_koseri	0	0	0	0	0	0	0	3.468	0	0	0	0	0	0	0	0	0	0	0	0
ANAEROFRUCAT-PWY: homolactic fermentation|g__Citrobacter.s__Citrobacter_werkmanii	0	0	0	0	0	0	0	1.704676	0.878044	0	0	0	0	0	0	0	0	0	0	0
ANAEROFRUCAT-PWY: homolactic fermentation|g__Enterobacter.s__Enterobacter_cloacae_complex	0	0	0	9.87002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAEROFRUCAT-PWY: homolactic fermentation|g__Escherichia.s__Escherichia_coli	0	5.1361	46.85616	0	8.66032	1.480664	3.59384	12.0601	0	0	21.562852	6.9307886	3.34228	0	9.03195	0.58523	0	0	100.4667	160.782
ANAEROFRUCAT-PWY: homolactic fermentation|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	0	0	0	0	8.36746	1.242052	0	0	1.017274	0	0	0	0	0	0	0	0
ANAEROFRUCAT-PWY: homolactic fermentation|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	2.83042	0	0	0	0	0	0	0	0	0	0	0	0
ANAEROFRUCAT-PWY: homolactic fermentation|g__Leclercia.s__Leclercia_adecarboxylata	0	0	0	0.903228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAEROFRUCAT-PWY: homolactic fermentation|g__Raoultella.s__Raoultella_ornithinolytica	0	0	0	21.6288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAEROFRUCAT-PWY: homolactic fermentation|unclassified	17.70876	17.283678	25.7932	29.8237	0	3.894636	3.87074	12.68084	16.61462	11.287	13.16232	3.620682	5.329352	0	27.3093	30.26978	9.12646	0	20.56396	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	394.509	407.1192	254.609	287.997	295.31128	379.1226	431.07154	405.5316	469.603	324.7556	359.4288	394.3788	377.5276	398.2014	378.0124	387.9434	432.1364	222.8008	282.6704	338.3874
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Actinomyces.s__Actinomyces_odontolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Actinomyces.s__Actinomyces_radingae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Akkermansia.s__Akkermansia_muciniphila	28.7098	0	0	0	0	2.68458	112.03784	81.8371	0	0	0	0	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Alistipes.s__Alistipes_finegoldii	0	1.565272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Alistipes.s__Alistipes_putredinis	0.930484	0.788258	0	0	0	0.354608	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Alistipes.s__Alistipes_putredinis_CAG_67	0.494228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Bacteroides.s__Bacteroides_caccae	0	0	0	0	0.5403	0.59757	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	33.34724	0	0	0	0	0	0	0	0	0	0	12.02534	10.77498	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Bacteroides.s__Bacteroides_faecis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.49758	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0	0	0	0	0	0	0	0	0	0.213554	0.345484	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Bacteroides.s__Bacteroides_fragilis	17.4515	26.91392	0	0.777242	51.0184	41.26676	0	0	0	0	0	0	0	0	54.89542	59.26632	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Bacteroides.s__Bacteroides_fragilis_CAG_47	13.7417	28.87608	0	0.885954	43.7646	33.79312	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Bacteroides.s__Bacteroides_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Bacteroides.s__Bacteroides_ovatus	6.37852	0	0	0	0	6.38296	49.26802	105.88552	0	0	0	0	13.04404	33.20086	0	0	42.85536	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Bacteroides.s__Bacteroides_sartorii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Bacteroides.s__Bacteroides_stercoris	0	3.1676	0	0	0	0	0	0	0	0	0	0	6.08769	1.380152	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	35.571242	0	0	4.227676	13.49934	0	0	0	0	0	0	47.60522	59.60484	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Bacteroides.s__Bacteroides_uniformis	0	1.524292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.396604	0	0	2.52376
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	0	0.793614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.531382	0	0	2.5914
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Bacteroides.s__Bacteroides_vulgatus	8.75632	6.889808	0	0	0	6.24752	64.74482	0	0	0	0	0	13.1519	0	0	0	15.97856	0	0	9.36452
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6	7.1214	6.063998	0	0	0	5.43566	47.57374	0	0	0	0	0	9.521342	0	0	0	16.373594	0	0	7.87268
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Bacteroides.s__Bacteroides_xylanisolvens	0	1.06953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0	0	0	0.973174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Bifidobacterium.s__Bifidobacterium_animalis	0	0	1.272438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Bifidobacterium.s__Bifidobacterium_bifidum	0	0.555924	0.22129	0.61828	0	0	0	0	0	0	0	0	2.083596	2.94006	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Bifidobacterium.s__Bifidobacterium_breve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Bifidobacterium.s__Bifidobacterium_longum	0	0.439084	0	0	0	0	0	0	0	0	0	0	0	0	0.432936	0	0	0	0	0
