,ID2,ID8,ID14,ID20,ID26,ID32,ID38,ID44,ID50,ID56,ID62,ID68,ID74,ID80,ID86,ID92,ID98,ID104,ID110,ID116
4-hydroxyphenylacetate,0,1.36746532,1,0.974603404,0.27870812,1.1507626,1.210685817,1.781790886,0,0.176148946,1.965272316,1.533980598,0.79246259,1.117600643,0.680417193,0.790939243,0.145920337,0,0,0
"5,6-dihydrothymine",0.861003551,2.67981987,0.698865095,1.872004963,0,1.220145901,0.701972446,2.783180729,0.831620101,0,0.717113426,0.428119117,0.81766109,0.509953149,0,1.188858463,0,1.138996449,1.995806948,1.945624037
hypoxanthine,1.561962834,0.752985117,0.77604275,2.980693069,5.482871985,0.7585256,3.418363898,0.437228964,3.005798675,2.917168184,0.328071296,0.301105808,3.628093367,3.068970539,2.012870243,0.512430532,1.22395725,0.768343408,0.679982243,0.086752035
guanine,1.415486033,0.696567293,0.554384715,1.209991543,1.401901093,0.579673583,0.797105999,1.124259859,1.239295799,1.445373597,1.009151328,0.990848672,1.864235318,1.051483603,0.671051333,0.267285594,0.462945995,1.317865099,0.863792392,0.676208241
"9,10-DiHOME",0.374529357,0.777604651,1,1.104442187,1.218199049,1.096651498,1.585778685,0.596485012,0.667442178,0.957815021,1.026441384,0.607993887,0.998907169,1.115024717,1.101052703,1.841116907,1.500802548,0,0.717597138,0.930686349
linoleate (18:2n6),0.81463571,2.439257059,0.177135814,3.824256007,1.237634431,0.99944939,0.80842639,1.173702048,0.263799298,0.79428902,0.354207817,0.592338082,1.365284066,5.861216457,1.00055061,2.501120825,0.882739193,1.767269027,1.108451303,0.425465338
quinolinate,1.328970451,0.455838561,0.880591585,0.890359405,0.578961761,0.805753628,0.988139572,1.017306306,0.780978358,1.389769628,0.809781261,0.415884353,0,0,2.079588616,1.51676056,1.011860428,1.790901444,1.275357516,1.253224076
"N6,N6,N6-trimethyllysine",0.457027428,2.884481271,2.368453516,1.477345261,0.922309089,2.901976635,2.784081194,1.712420965,0.827135901,1.071031623,0.868963021,0.914650773,1.672056635,1.39858503,0.653488631,0.477632239,0.561867456,1.164414759,0.928968377,0.702670553
N-acetylputrescine,0.031131479,1.504111325,0.863927263,2.20210803,2.358537914,1.666339573,0.319116125,1.022875977,1.288174374,3.814249903,0.45263164,0.349557202,0.783927892,0.443485101,1.098230453,0.417491861,1.267925309,0.102751117,2.660275384,0.977124023
N-formylmethionine,0.344075253,0.914579968,1.019961696,0.893132278,1.478224653,0.892906918,0.984403987,1.10494639,1.183765594,1.551627517,0.701196794,0.796652668,1.849194702,1.623275186,1.015596013,1.179365299,0.722667559,0.437327519,0.691134801,1.031839648
2'-deoxyadenosine,0.553044051,0.65706053,3.00565015,0.428127019,1.142126311,0.517401931,2.069468506,2.666013708,1.546168379,0.521143207,4.3916888,2.659393925,0.444084304,3.95840282,0.857873689,3.468336907,2.635363877,0.444968641,0.35883695,0.464582886
5-methylthioadenosine (MTA),3.723966354,0.932780916,1.666602007,0.818211811,0.841496716,1.083498743,1.339403794,1.258447723,1.072745044,1.554152154,1.124094992,0.707740428,0.807296374,0.875649773,0.802190073,0.341474148,0.712171298,10.49928642,0.95729041,1.04270959
N6-methyladenosine,1,1.492591357,1.094436836,1.373575354,2.236942275,1.931442529,1.059325918,1.901622411,0.296801288,0.416673013,0.524704478,0.344684345,1.723549115,0,0.8464671,0.520538025,0.754758051,1.808370846,0.538999747,0.253185765
allantoic acid,0,0,0,0,0,0,0,0,1,3.501146361,0,0.322409635,0.321802641,0,0,0,0,5.086031544,0,0
arachidonate (20:4n6),2.125723529,3.796824339,0.414176384,6.866787414,1.020501366,1.69225494,1.622907641,2.44373873,0.779875497,0.862105174,0.496610047,0.744070243,0.94686461,3.637130645,0.907961551,0.979498634,0.7620049,2.294698754,1.141526836,0.49916137
arginine,0.41910627,1.07793508,0.798548623,1.063010559,1.526522687,1.30741601,0.560903625,1.002485932,0.173959535,0.0510503,0.997514068,0.839942103,1.451589102,1.469301057,1.338522552,1.226729178,1.250078162,0.637083745,0.929975241,0.51411367
argininosuccinate,2.244568577,0,0,0,0,0,0,0,0,0.265893977,0,0,0,0,0,0,0,1.331547778,0.668452222,0
aspartate,0.555712139,1.737600809,1.508659969,2.160092052,2.21326694,1.35843039,3.003286422,0.988357667,1.026400696,1.011642333,0.666464563,0.449418639,1.098274452,0.830280095,1.450830802,0.684187214,0.311616775,0.560448584,0.904912824,0.416757726
2-hydroxyphenylacetate,0.695234083,0.957528621,1.144708145,0.948763335,1.188335363,1.769695435,1.260420709,1.451439196,0.363448094,0.386033646,1.143923752,1.072452641,0.536686996,0.696873424,1.472402008,1.593227655,1.042471379,0.311615871,0.253276088,0.208951631
3-(4-hydroxyphenyl)lactate,0.046870221,1.794570031,0.992615451,0.922413679,1.373074814,2.445168383,1.911407465,1.182784072,0.935972329,1.304044758,1.108206929,1.766205163,0.485590943,0.08660417,0.160942451,0.212221936,1.007384549,0.069204361,0.597242273,1.472161677
phenylpyruvate,0.17960054,1.766451784,1.305104914,1.116135598,1.360270214,1.834686249,2.075508531,1.42704353,0.459739211,0.363150934,0.648771883,0.576741994,1.649094602,1.176676262,1.186393497,0.883864402,0.548390162,0.231358472,0.233233416,0.364627922
beta-alanine,0.365608663,0.881134155,0.956351523,2.343213434,2.776637258,1.563574189,1.06743043,0.540783894,0.847276133,2.54525035,0.648707203,0.723207487,2.38083398,2.899367565,1.813201554,0.67404429,1.692386684,0.718182724,1.043648477,0.784702059
biliverdin,1.550676652,3.534587115,0.594503493,2.957527346,0.654957821,0.499212671,1.012780501,2.030591678,1.066350233,0.987219499,0.849419767,0.307768738,2.723331494,1.425681919,0,0,0.881700748,0.39455621,0.830476836,2.276691043
succinate,0.079355921,2.705140854,2.518514661,0.985694537,0.529449761,2.370020617,4.251950727,1.20972767,1.154712737,1.208990876,0.690430603,0.833864363,0.667454693,0.425091449,0.995384907,5.054843721,0.6273073,0.123141934,2.053122755,1.004615093
3-hydroxybutyrate (BHBA),0,2.649451035,0,1.250962267,0.509838255,3.462245499,0.870614589,3.640086026,0,0,0,0,0,0,0.378596668,0.536823784,0.441406907,1.44127545,1.129385411,0.845853315
cholesterol,0.790915053,1.380978264,1.18794387,1.923251558,1.006438697,0.993561303,1.15627272,1.410811218,0.613624609,0.931338585,0.965238639,0.72197008,1.043138309,0.75309205,1.147164493,0.750473634,1.674928371,0.7465678,0.715739133,1.085187795
choline phosphate,0,0,0.485808678,5.320307777,0.461173094,0.722426796,0.580442735,0,0,0,1.259952979,1.137603127,0.877701444,1.065587005,1.775325334,1.172667705,0.934412995,0,0,0
creatinine,7.105717728,9.420814195,6.24230942,3.281419389,0.169245633,0.768392665,8.593557389,11.13236317,1.231607335,0.605057574,0.135060283,0.476013133,0.143228301,0.520542656,0.133242292,0.32520596,0.199086669,38.26547344,20.19310889,16.36437582
cysteinylglycine,0.875188596,0.951228588,1.528311316,0.706622766,1.035329092,0.964670908,1.285314431,0.912891315,1.854343815,1.904411616,1.122188257,1.07633153,1.534203414,0.814575735,0.592067274,0.851271512,0.66758393,0.579501061,1.480536789,1.59749548
cystine,18.51065905,1.052091005,0.98074537,1.010476589,3.84309003,0.784463597,0.633180066,0.411532873,1.053457805,4.562186084,0,0.275801668,3.4941911,2.487927706,0,0.989523411,0.296529257,0,0,0.911403491
sphingosine,0.557752262,1.496297686,1.111397982,1.690572255,1.000389637,1.140407433,1.777455303,0.812138464,0.566224681,0.81213692,0.999610363,0.976887316,1.215966173,0.679423251,1.638577776,0.74844446,1.158064624,0.429345946,0.625593507,1.020156728
desmosterol,1.270318285,0.860259703,0.907901506,1.804631015,0.752064769,1.236726616,0.661701334,1.234757815,1.164481518,0.885689334,1.161967116,0.611242426,1.092098494,0.734554283,1.424859984,1.103867357,1.498448944,0.523918243,0.71129485,0.89853231
cystathionine,0.760500082,0.888055857,1.720388744,0.527281567,0.829102193,1.030798035,1.323226744,1.117590051,1.704122811,1.517099184,1.102407786,0.969201965,1.389797306,0.828250981,0.422357571,0.846807626,0.46194024,0.594722148,1.830281966,1.620525002
homocysteine,0.784307736,1.111068862,2.120444076,0.81845496,1.173575485,0.607353684,1.916900943,0,1.730434539,2.86686136,0.794602395,0.949714193,1.399172812,0,1,0.980595052,0,0.702474084,0,0
sphinganine,0.534727631,1.801351337,1.064804173,1.373272493,2.160285757,1.206376733,1.302321464,1.070036953,0.382216517,0.53589938,0.580913161,0.705957643,5.282537661,5.973864832,0.935195827,0.424153908,2.709465414,0.295083049,0.458695761,0.79413432
fumarate,0,1.107618036,1.635034673,0.564581439,0.611692491,0.897006205,2.042995786,0.601575699,1.216915956,0.800281695,0.133576429,0.121787053,1.485003152,3.161073692,1.268995322,1.24158698,1.102993795,0,0.602008029,0.601212051
gluconate,18.85841534,0,0,0,0,0.882609047,0.75185699,1.45893872,0.556501289,0,0.969838568,0,0,1.25864898,1.030161432,0,0.747399446,18.47814074,0,0
glutarate (C5-DC),0.225385864,2.369787217,5.938647524,0.827050793,1.575546579,1.458649041,3.319291634,0.695089383,0.332756649,0.454476839,0.924357395,0.614651788,1.075642605,1.152082663,1.335370302,3.431878661,1.350276105,0.303000366,0.426868699,0.335687228
glycine,0.317247075,1.410523589,1.044611512,1.2984542,2.150749677,1.09562122,1.471635126,1.103040665,0.68908298,0.742909984,0.501594129,0.486670999,1.362959071,1.043873797,1.191633773,0.475252067,0.55553306,0.455616539,0.956126203,0.470378829
guanidinoacetate,3.241770847,0.94180661,1.394011851,0.782941293,1.05819339,2.73954424,0.765699225,0.928206838,0.899029188,1.169128168,2.764679601,2.220891264,0.754476526,1.217999425,0.587285473,1.107556184,0.840813937,1.070511886,0.870633762,0.838736089
2'-deoxyguanosine,13.01696422,1.481511499,1.063073789,1.145003632,1.068233726,0.72220335,0.919558937,1.450781254,0.96158774,0.291822635,0.547139042,0.578657914,1.872814755,1.850966942,0.558933496,0.594299383,0.641057765,6.9999858,1.03841226,0.264238161
histidine,0.470817755,1.753527149,1.104866558,1.508576543,1.249471519,0.878006862,1.628352202,1.344855523,0.977635286,1.022364714,0.765547234,0.827323383,1.524942618,1.320341134,0.855193201,0.52814196,0.531915586,0.587607279,1.281692876,0.808209926
hypotaurine,0.893593815,0.619329007,3.150421096,0,0.990376916,3.090542593,4.637443048,0.660127019,0.744580975,0,1.009623084,0.63480602,0,1.686718211,1.624354549,3.121924617,0,4.395954715,0.906212895,0.872014359
inosine,2.565944144,1.211452269,1.235982793,1.049614489,1.239746748,1.109102512,0.828400328,0.947565622,0.34442161,0.418547976,0.68504197,0.606565439,1.454771492,1.321844937,1.007368776,0.992631224,0.825096216,1.523599281,0.449465251,0.243038127
myo-inositol,4.113402635,7.506092895,0.47984919,2.89223397,0.296807272,1.161464434,3.469147515,3.106709663,0.838535566,0.364591048,0.178309221,0.752701069,0.157283042,3.475205367,0.185601186,0.239117507,0.165267209,2.256665335,5.113594111,5.471966901
isoleucine,0.414435557,1.236290357,1.064129031,1.195494508,1.504543804,1.111943344,1.255718236,1.243305043,0.828898698,0.815743995,0.773933221,0.733665944,1.140459617,1.085037835,1.12667861,0.837590953,0.741713433,0.571519682,0.935870969,0.647374641
3-sulfo-alanine,0.123733216,1.208775146,1.766521397,0.978678787,1.134087573,1.814890176,2.306498932,1.391596921,1.021321213,1.360556689,0.96399956,0.921994548,0.669009391,0.641627546,1.425647744,1.149281715,0.341546364,0.21726086,0.975547772,0.846314517
citrulline,0.029326995,1.970553907,2.758729805,1.696997341,2.211955795,0.997053603,3.300239689,1.725007796,1.167480139,1.662503386,0.374813643,0.403203073,1.434577273,0.656913433,1.002946397,0.674282513,0.950644898,0.020039587,0.039843635,0.037834193
saccharopine,0,0,0,0,0,0.814779398,0,0,0,0,0.519041666,0,1.185220602,0,0,0,7.894523397,0,0,0
lanosterol,1.301016842,2.057277284,0,2.876569551,1.137939411,0.788450124,0,1.378314705,0.554947737,0.383837782,1.018634081,0.706092114,0.896200536,1.603722691,0.438633119,0.722764472,1.43774851,0,0.385971385,1
leucine,0.336395728,1.281573914,1.13207294,1.172469018,1.674577839,1.105521613,1.207368518,1.171416487,0.633441229,0.681106094,0.775188907,0.716106287,1.31909298,1.211064393,1.144252262,0.894478387,0.834801191,0.486186237,0.869836811,0.556820105
lysine,0.344024846,1.550460896,1.299836392,1.192811896,1.67750112,1.226491732,1.859274384,1.237562402,0.665615796,0.84349939,0.766462852,0.658657884,1.370401032,1.124388778,1.191254285,0.820439368,0.875611222,0.450994591,0.714375945,0.441795966
malate,0.335990455,0.847445811,1.727579085,0.590977469,1.306794575,1.198039,5.840859744,0.944194498,1.923905421,1.53207833,0.640802432,0.581800053,1.084641443,1.14654591,2.814678776,1.051404441,0.566087383,0.935222883,0.948595559,0.91778932
methionine,0.394297502,1.116804897,1.155176754,1.044948466,1.797725163,1.105667673,1.357638317,1.116432902,0.70033318,0.736047757,0.802295173,0.735142186,1.323295121,1.191874242,1.20229666,0.858990378,0.955051534,0.482208789,0.793793867,0.556212237
palmitate (16:0),1.185283872,0.636049943,0.479378295,0.690523971,1.187129546,1.271981343,0.961166527,0.973375286,0.804239283,1.038025259,0.767196863,1.239631696,1.050477003,2.300272374,1.159604902,0.870891699,0.647838085,2.00696047,1.026624714,0.60201606
nicotinamide,13.51559408,0.965221583,0.645761109,0.747325295,0.686122453,0.620544529,0.673085244,0.545194334,0.721985246,1.021433073,15.8844334,3.353405747,1.735873852,2.294803261,0.978566927,28.58375089,2.911430078,17.52633478,7.173062161,0.50988876
stearate (18:0),1.938388256,0.463322528,0.373029367,0.522090143,1.355409018,1.504922933,0.825100205,0.901219932,0.918758201,1.174189056,0.660102634,1.447928987,1.081241799,2.933758536,1.107083086,0.638145954,0.486470574,3.28769928,1.192062666,0.508211338
ornithine,0.050042718,7.835629845,2.865457452,2.050723262,1.02340519,1.921158443,10.61923622,3.690160887,3.593496091,4.095579283,0.539536396,0.375303776,0.764880861,0.338378019,1.25139458,0.657204624,0.533359835,0.186804051,0.97659481,0.745317836
orotate,1.407097218,5.956885521,4.330537034,3.057329993,0.411613884,0.420836641,1.38979724,9.824624279,1.098954936,0.901045064,0.257123144,0.235170756,0.097324035,0.104068541,0.266388058,0.271182678,0.198491634,8.807703993,8.000332195,4.151661746
palmitoleate (16:1n7),0.783668837,1.027001627,0.542318339,1.54987317,1.124900684,0.9971674,0.759433129,1.0028326,0.69463475,0.903775627,0.662844211,0.771797824,1.062436241,13.40482658,1.077367522,0.993232,1.450723048,1.087533023,1.103590414,0.926134338
phenylalanine,0.29184815,1.202388393,1.080570413,1.134929482,1.666006542,1.067727414,1.180204056,1.17593537,0.545421819,0.58854402,0.75967944,0.666387707,1.264445,1.161827199,1.136925447,0.932272586,0.80658679,0.443661667,0.726909314,0.454056149
phosphate,966.2621868,0.386578777,0.553895764,1.017066094,1.102787141,0.659603574,1.130454608,0.479266716,399.5077673,4.605576976,0.481791036,0.607504849,0.845048716,1.241259158,0.517412418,0.982933906,0.646704916,995.4717996,2.010051102,103.9616311
phytosphingosine,1.520276826,1.628604374,1.198307821,1.71315594,1.224559375,0.927585291,1.38745653,0.836329596,1.09964612,0.664092533,0.62445385,0.981085183,2.18307749,0.80233091,1.018914817,0.262407257,0.636321613,0.494862507,0.843936389,1.116794026
proline,0.303374529,1.05994992,0.91317537,0.932278753,1.889890201,0.978139882,1.308041399,1.021860118,1.137203391,1.501468378,0.341162979,0.350733663,0.885838969,1.716661714,0.750811193,0.376878607,0.33349953,1.52086277,1.724886356,1.038952688
lactate,0.566559834,0.719616707,2.604362425,0.452934353,0.450555583,3.012543169,2.905560154,1.015021588,1.053426075,1.393099927,3.612105634,4.01903176,0.333300717,1.377274944,0.515725634,2.398337102,0.411099379,0.984978412,0.79062723,0.46051208
pyridoxal,0.416733963,1.169652071,1.494464241,0.679908947,1.550231914,0.887005838,1.616091317,0.846543039,0.700842888,1.278829584,0.741179183,1.060813243,1.619618304,1.293668093,0.939186757,1.345496097,1.456110686,0.61364962,0.715074494,0.538308631
retinol (vitamin A),0,1.682119055,1.071691727,2.130200033,1.099249412,0.928308273,0.74582436,0.431037021,0.2656003,0,0.412222979,1.334745303,0.659145149,1.658706672,0,0,0,0,0,0
riboflavin (vitamin B2),0.321044392,0.334219069,0.566280604,0.247002426,1.057186485,0.80427719,5.061866805,1.105133787,1.365996513,3.666268227,0.318804131,0.345394715,0.942813515,1.275213581,0.547991521,0.162280734,6.139402606,2.60444643,5.483926518,3.738779952
salicylate,1.115449696,0.84130762,1.218601433,1.13378628,0.746105315,0.822016627,1.6002219,1.834064053,0.798247864,0.969393294,0.846123409,1.140570538,1.033211447,0.854172259,1.018624895,1.259652953,0.980532043,0.809279242,0.981375105,2.446369169
serine,0.536322073,1.518018023,1.04647139,1.404233061,2.207390236,1.132706142,1.531789873,1.263404347,0.896467749,0.688847577,0.505168811,0.517162945,1.349876818,1.230924601,1.094519755,0.547829583,0.5740863,0.633399357,0.95352861,0.432608655
serotonin,0.118359703,1.494921417,2.087413493,0.968354289,1.210082145,1.350563645,1.81379823,1.233891701,0.567030398,0.782348069,0.710912089,0.89060863,1.442567075,0.728597465,1.147887263,0.983354053,1.388209719,0.126231038,1.016645947,0.844829879
spermine,3.02867261,4.282846662,1.436297108,1.633581136,0.95301022,1.205728123,2.560489947,2.265100602,0.97912008,0.30671374,0.879431836,1.236274649,0.230424094,0.355943285,0.698358029,1.02087992,0.065465122,1.834734343,0.188013455,0.629305661
taurine,0.237773673,1.48695643,7.051655077,1.425875286,2.58005419,2.15466193,6.519493092,2.20282086,0.27737276,0.307195518,2.698108759,0.574124714,0.364535407,0.403408934,1.989158456,6.950711316,0.083818305,0.256202039,0.184736499,0.188288441
urea,2.029808026,1.17363471,0.824333279,0.293570638,0,0.311179434,0,1.719458089,0.844470374,1.216914331,0,0,0,0,0.001260424,0,0,2.437278776,0.928830672,1.071169328
uridine,4.450716084,1.583175044,1.277661514,1.277221068,1.29334131,1.154693344,0.793594843,1.306335058,0.32544872,0.382845113,0.449087042,0.4482139,1.632180527,1.425754757,0.786335144,0.845306656,0.76846301,1.333246651,0.435601234,0.169319267
2'-deoxyuridine,2.461427549,1.818766166,1.013138151,1.681973107,1.729330618,0.99062242,1.204252197,1.290642599,1.00937758,0.535167758,0.495984444,0.495969769,2.338759562,1.870254802,0.896413699,0.395733128,0.532871058,0.697807862,0.801199714,0.210059986
trans-urocanate,0.088621177,3.404207584,3.593189151,3.521846009,8.037147741,5.536132959,5.994439715,3.322847777,0.200237388,0.065782568,0.052617816,0.047412871,0.618657815,0.617966147,2.722751517,1.381342185,1.407377997,0.558061178,0.469230282,0.53551367
glutamate,0.399939209,1.893763143,1.48485556,1.173316292,1.345541911,1.060392968,2.349706098,1.179911054,0.939607032,1.094641228,0.455413597,0.518528037,1.062249224,0.885153107,0.812076456,0.627216933,0.353800115,0.54551941,1.076818492,0.520892642
glutamine,0.443797831,1.438859649,1.103288251,1.17177878,1.878585134,1.1686162,1.386448198,1.222309533,0.493503982,0.596993227,0.5631097,0.654718749,1.372856609,1.191971025,0.995058614,0.555990554,0.576023412,0.543755648,1.004941386,0.503661949
threonine,0.595525101,1.352284267,1.055123605,1.315915797,2.511859929,0.755714569,1.439629365,1.237793487,0.703379864,0.720636469,0.567566704,0.566068384,1.393931912,1.202580322,1.230561094,0.593845715,0.588537346,0.954527636,1.045472364,0.425706733
tryptophan,0.389451364,1.448108684,1.169791131,1.454290268,1.899805733,1.115554454,1.535374248,1.206913778,0.616478483,0.595717723,0.692860213,0.683082102,1.558946641,1.288630883,1.106382816,0.893617184,0.795997297,0.545332486,0.759701118,0.463507664
valine,0.319150945,1.373531124,1.092894143,1.20407658,2.05964588,1.11418326,1.410999103,1.182377202,0.740480677,0.776536192,0.611019542,0.568293195,1.310917349,1.084141836,1.132351223,0.708511927,0.666385302,0.433779364,0.915858164,0.59615405
nicotinate,0.034528232,0.856408908,1.42139973,0.909902513,1.71102729,1.013881324,1.914986862,1.089872279,0.704471259,1.011343515,1.082711677,0.988656485,1.302439747,1.913109925,1.159322556,0.4870031,0.609616998,0.034611933,0.476362006,0.392969586
pyridoxamine,0.230087078,1.016656591,1.08344365,0.905210955,1.356954725,1.048486027,1.793976746,0.848028132,0.505339561,0.787185054,0.783326865,0.465773004,2.08362109,2.120555291,1.064484841,0.983343409,1.922576055,0.396525031,1.081200912,0.724906713
glucose,0.414202214,0.81512913,0.772065291,0.822025198,1.362985765,1.16225756,1.044551356,0.90257462,0.910533235,0.806479883,1.123476094,1.207483086,1.813133026,1.577667632,1.279912155,0.963178787,1.036821213,0.573776351,1.348601986,0.665842039
alpha-ketobutyrate,0,1.959917681,2.023838552,1.505423756,0.502930356,5.465669918,1.8518673,1.18478965,0,0,0.958345556,0.938943789,1,0.399061614,0.670602327,1.337183436,0.865295297,0,0.161880011,0
adenosine,0.074909558,0.856997357,4.749013272,0.294992809,0.930657129,1.069342871,1.9119673,3.579281872,0.373906862,0.340986841,4.008540437,2.129194576,0.494284218,2.574749168,1.097742116,2.102021735,4.034676293,0.195411877,0.149160178,0.15858831
betaine,0.70084313,1.622674255,0.554698588,1.6462986,0.303904846,0.575770227,0.570096181,0.571517175,1.309116137,3.328505977,1.832101416,1.855689461,0.525650224,0.946406692,1.053593308,0.696150726,0.339618827,1.617194595,1.623047298,1.921304988
cysteine,0.595824761,1.170331873,1.647020481,0.707255001,0.678084262,0.899325809,1.385453975,1.480886059,2.03037477,3.081233566,0.806179292,0.787380478,1.400638181,1.085584148,0.711722004,0.914415852,0.249504267,0.893697916,1.206976205,1.877451705
mannose,3.349621849,0.976061712,1.047704808,0.739916406,3.575471453,1.212259069,3.222304926,0.944779017,0,0,0,0,0.994352459,0.934337572,1.005647541,0,0,0.896340289,0,0
dimethylglycine,0.567484512,1.381329157,1.307184649,1.123848886,1.072564393,1.429065169,1.364284139,1.421691301,0.46976795,0.796188679,0.923153108,0.601079342,0.51205524,1.022945723,1.198459297,0.977054277,1.120756052,0.665394468,0.527652735,0.506744239
alanine,0.269558299,1.294818125,1.050700565,1.259095404,2.213649382,1.271481005,0,1.242099803,0.533391822,0.767586945,0.613100834,0.577990765,1.403947006,1.466423194,1.187434372,0.872495753,1,0.326834621,0.913039141,0.456465944
tyrosine,0.264649835,1.186440401,1.138296519,1.172411754,1.907953266,1.126102319,1.147862742,1.255024109,0.380732784,0.422478629,0.67252905,0.596040581,1.280283516,1.444717628,1.185036619,0.873897681,0.844008508,0.442090925,0.676586828,0.417885013
malonate,0.314227946,0.793757751,1.157165622,0.955700808,1.298063169,1.186321382,1.814280694,0.963644281,0.565414516,0.873567144,1.100459941,1.005645319,1.000294509,0.999705491,1.713344471,1.560623894,0.641703116,0.780909498,1.590089418,0.990191604
pseudouridine,11.41714526,5.192973598,0.574306651,6.761670348,0.942947302,0.810020687,2.565022264,3.864324533,0.407278847,0.758823323,0,0,1,1.038063182,0.313137688,0,0.344854668,4.131117422,0.400932646,3.976010659
pyruvate,0.560014442,1.450887577,1.346441546,1.460861166,2.066936052,2.406771912,2.444633569,1.168412748,0.601692978,0.817379459,1.108897103,0.82087045,0.853107603,0.647746389,1.103570353,0.801422655,0.896429647,0.847808987,1.856044114,0.568018634
uracil,0.624006987,4.216806841,0.975344976,4.602093837,3.493893561,0.8812471,2.830387535,0.951904144,1.394981811,1.024655024,0.187897858,0.203587986,2.11287768,2.009824266,1.989933208,0.862711382,0.817844011,0.286584239,2.031863749,0.14762757
xylose,0,0.396703033,0,0,1.726933218,1.135667396,0,0.96298258,0.498345331,0.628321903,1.294109688,1,2.065614586,2.155902297,0.935471774,0,0,1.146179184,0.513345602,0
cytidine,4.363499014,1.615492943,1.423864832,0.583476599,1.645781833,1.429299385,1.030717545,1.744764114,0.462297592,0.466293737,0.439191973,0.526386386,2.221041921,2.006928366,0.565622035,0.910280961,0.969282455,3.278394197,0.478332192,0.240539779
thymidine,8.049047169,1.521546706,1.315154293,1.239991995,0.982680962,1.015739663,0.931345863,1.526376781,0.869433818,0.27734665,0.675689929,0.592198049,1.758369133,1.946059202,0.783144228,1.350223722,0.984260337,4.570220666,0.932023317,0.230675305
