,ID2,ID8,ID14,ID20,ID26,ID32,ID38,ID44,ID50,ID56,ID62,ID68,ID74,ID80,ID86,ID92,ID98,ID104,ID110,ID116
3-hydroxyisobutyrate,1.216117332,1.385171763,1.081529665,1.412166238,1.011423923,0.664380966,1.252514797,0.735926731,0.923729065,1.280946385,1.441916126,0.988576077,1.399284894,1.617961687,0.897743216,0.903412182,0.873105807,0.740996474,0.862260799,0.722015683
3-hydroxy-3-methylglutarate,0.827945498,1.681876661,1.159480851,1.107487971,1.148107565,1.283832974,1.194351809,1.193745981,1.011201815,0.988798185,0.974687934,0.958745856,0.960695461,1.140550577,1.029213435,0.772712927,0.83345187,0.563227717,0.916310406,0.854492661
3-phosphoglycerate,4.883431221,1.21381272,8.138490729,1.81225698,2.416975488,0.510557919,1.857336244,4.46134883,1.935896696,1.052047713,0.92441237,0.805432381,0.945978371,0.791804322,0.883373773,0.750852587,0.947952287,0.789056007,1.058429044,0.677980871
cholate,1.060206651,77.94264537,2.722741646,4.978170759,0.671771838,0.596479285,0.243855868,0.405913513,0.538609035,0.34870793,0.939793349,5.494737054,1.563318496,0,0,10.24456082,1.988491208,0,0.240592963,0
4-hydroxyphenylacetate,0.736202891,1.45446519,0.908469141,1.707159111,0.63017914,0.465513795,1.24604347,1.091530859,1.612461663,0.661724941,0.896543772,1.411765027,2.030754325,1.352258267,2.030316284,0.493360125,1.297827874,0.256704523,0.304700757,0.248413124
hypoxanthine,2.64167671,0,9.454498387,0.538671215,0,0.101145137,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"9,10-DiHOME",1.636218417,0.787622143,1.069407315,1.533222684,2.075623141,1.272753365,0.955739716,0.857277108,0.593078293,1.21772609,1.139398492,1.520115329,0.920324273,0.869241341,0.819950995,0.631688572,0.993611968,1.272815687,0.5397452,1.006388032
linoleate (18:2n6),1.555958884,0.760553359,1.760215849,1.015224947,1.269579907,1.583283156,0.825050854,1.484077824,0.971992344,0.984775053,0.600607678,0.862842519,0.88329776,1.08775532,0.979532717,0.806786894,1.135315486,1.695295775,0.670610928,1.296716276
laurate (12:0),0.957862789,0.613532384,1.305983765,1.222058536,0.773936156,0.810279072,0.990528097,1.2104543,1.028804359,1.035360483,0.74948758,1.009492817,0.883970199,1.009471903,0.805275826,1.076660059,0.764109669,1.400583826,0.78121007,1.026757682
quinolinate,1.333718421,2.332269805,0.869496054,1.003836261,1.452721144,0.648662299,1.211263517,1.372322972,0.844084794,0.860926842,1.330071176,1.477220593,1.208245315,1.783620965,0.755859862,0.996163739,0.547052037,0.233019971,0.504257388,0.491162386
"N6,N6,N6-trimethyllysine",1.853811371,1.197644189,3.900143975,1.031191433,1.781986151,1.106850104,1.217176207,2.257652461,1.117379376,1.009094635,0.88526882,0.930615918,0.990905365,0.970556231,0.875457321,0.881246682,0.915851778,0.772241687,0.876804553,0.856516197
N-acetylputrescine,0.516718636,1.291339163,0.941963661,1.167654668,0.934606954,1.57693571,1.024262143,1.03346508,1.394217807,1.11749614,1.031089687,0.846358704,0.774864354,0.935389617,1.298662017,0.712913492,0.975737857,0.707615808,1.638349347,0.894209545
N-formylmethionine,0.744183068,0.985151163,0.903210391,1.200637775,0.771195721,0.57558606,1.09004192,0.831707494,1.059643075,0.971679208,1.102994489,1.026371313,1.155821387,1.117600437,0.920603964,0.902109496,1.252504573,0.81791296,1.42797148,1.014848837
S-adenosylhomocysteine (SAH),0.198798037,0.070297389,3.969051541,0.137868215,0.113681308,0.109528479,0.133245383,0.222876585,0.09409827,0.10244727,1.53252778,1.45773488,0.874655285,1.241042839,1.421401017,1.268453403,1.347866427,1.976258716,2.232474414,1.125344715
glycolate (hydroxyacetate),0.90558589,1.402990337,1.012403215,0.987596785,1.500747301,0.740316592,1.09356875,0.926280572,0.829114439,0.957142584,1.229369747,1.222067365,0.871228094,1.155819886,1.241313112,1.293613213,0.679935656,1.458168486,0.796125221,0.673880429
adenosine 5'-monophosphate (AMP),1.495222846,1.163890904,325.206863,0.954720797,0.985932986,1.020844352,0.826702796,1.443722113,1.03959278,0.807391315,0.758012381,0.903213854,0.761548024,0.675268408,1.104989748,0.857467855,1.273025924,1.211044536,0.922268649,1.014067014
5-methylthioadenosine (MTA),0.919033643,0.619043347,2.884416645,1.125348878,0.468452334,0.784431093,1.113668877,0.89804442,0.989034985,1.040938185,1.26441843,1.21459446,1.101173486,1.155702442,1.190928675,0.899204924,0.831187671,0.791836964,1.010965015,0.953937188
N6-methyladenosine,0.993349135,1.006650865,1.696846944,0,0,1.748330101,0,1.155354449,1.519270272,1.155469367,0.931580837,0.912016088,0,0.860561661,0.887366229,1.121568627,0.774947928,0.756273792,1.156532357,0.774603175
allantoic acid,1.32222596,2.154689921,1.329498174,0.614812805,1.47876176,3.159572246,0.657538153,0.63346919,0.952117196,1.047882804,0.757288158,0.760962408,0.619421249,0.848310258,0.802973666,0.850980279,1.489585665,1.29293451,1.179425451,1.117065753
arachidonate (20:4n6),1.577055696,0.7371832,2.524220434,0.883211023,1.007939894,1.258310452,0.769337251,1.434575654,1.06606309,1.089926958,0.732422716,0.831914417,0.961144973,0.992060106,0.97281307,0.873195773,1.028767781,1.443127854,0.707849669,1.245435739
arginine,0.141672041,0.57572768,0.728221077,0.777917464,0.087951142,0.716443559,1.041043323,0.123216274,0.640064268,0.590586481,1.009664842,1.407352439,1.416058292,1.303435851,1.197149605,1.348919672,1.299365444,1.190669709,1.29760343,0.990335158
argininosuccinate,0.297526417,1.612168263,2.474049993,1.829111801,0.602721551,0.91038976,2.066420831,0.661851495,1.035743505,1.140759311,0.964256495,1.201817664,1.808237503,1.474086039,0.886604542,0.816643199,0.640829612,0.729557555,1.152780821,0.509646479
aspartate,0.640286247,0.9402701,0.792501473,1.137948022,1.528065579,0.479952505,1.53934056,1.582856222,1.166796997,0.945876944,0.829811228,0.957901469,1.280817434,0.936092336,1.042098531,0.950599699,1.086873963,1.125772278,1.239484044,0.956169492
2-hydroxyphenylacetate,0.803928522,1.428244193,0.937359263,0.838615333,1.427635601,1.008882266,1.168973735,1.034114148,0.812879469,1.288444011,1.237115509,0.991117734,1.010272495,0.983301849,1.134989372,1.14651889,0.578551507,0.603609366,0.423219276,0.681331208
3-(4-hydroxyphenyl)lactate,0.566565879,1.023417407,1.052920819,1.245518533,1.22182987,0.766154046,0.920288655,1.102615409,0.926778073,1.01709308,0.950010322,1.053328914,1.068135831,1.192847003,0.98290692,0.921025229,0.780107878,0.514785277,1.032993335,0.898686756
phenylpyruvate,0.493932395,1.582857254,0.559132332,1.633507643,2.74825416,0.74423565,1.688588869,0.994702721,0.925155528,1.232911442,1.996791655,1.667527909,1.57437559,1.437442017,0.799231067,0.962108882,0.77276306,0.672399488,0.77967677,1.005297279
beta-alanine,0.86496597,1.040729568,0.578741187,2.164410862,0.910369304,1.62949715,0.811276246,1.443535862,0.874526041,0.498875809,0,1.109554707,0.967966078,1.160258213,0.907431566,0,1.032033922,1.120868734,0.564074546,1.862206357
carnosine,1.168311684,0.650739849,1.446911007,1.463645565,0.683391147,0.60425238,0.512197239,1.073063597,0.926936403,0.645440289,1.207169767,1.585652882,1.24538954,1.432128098,1.298026717,1.88485015,0.278010405,0.268549706,0.278457331,0.239066309
biliverdin,0.491830875,0.885146969,0.89031263,1.003598112,0.649383938,0.857160655,1.155264953,0.621078192,1.082204715,1.000247744,0.677748097,1.002044656,1.07572456,0.930181678,0.836888112,1.338263572,1.579459003,1.76194988,0.999752256,1.735123246
succinate,0.74800081,1.019164906,1.226073245,1.274893496,1.105625599,1.073336928,0.947383193,1.121965208,0.9672196,0.968112867,1.002439558,0.951770283,1.036131854,1.173399727,0.997560442,0.756275294,0.686855552,0.754933964,1.172251351,0.896609376
3-hydroxybutyrate (BHBA),2.346451315,1.36385426,1.300115557,1.179729412,0.928909618,1.907281421,0.623621435,0.801377781,1.071090382,1.457424791,0.844083835,1.209164997,0.895442672,1.327912189,0.892728983,0.896989202,0.521235485,1.206162808,0.630173433,0.81211069
cholesterol,1.092347525,0.710791818,1.50019974,1.017228507,0.807337965,0.823490161,0.934906476,1.014843542,1.021241812,0.924848169,0.77119024,0.985156458,0.852106438,0.969815268,0.84905998,1.025567334,1.301948576,1.251955401,1.127844783,1.234389451
choline phosphate,2.179332576,1.442878767,1.953308854,1.400658202,2.171590397,0.730741154,1.253707076,2.195386104,1.158740031,0.97211732,0.779284867,0.979791113,0.94054648,1.020208887,0.856600039,0.777534167,0.951178225,0.824395871,1.205310639,0.828859117
corticosterone,2.774772841,1.085284873,4.004525444,0.638847781,0.349541992,0.951996286,0.706277626,1.1218882,1.939055071,0.828262451,2.509459267,1.481803153,0.288591464,1.547621876,0.411392217,1.359869543,0.385301813,0.369850402,0.324775527,1.048003714
creatinine,1.475082599,1.637519452,1.374774909,0.946220087,2.313294011,1.099161632,0.967360245,1.147509,0.776032622,1.122749252,0.960833434,1.056247443,0.867911361,1.072941747,1.032639755,0.94035785,0.872375225,0.912909279,0.885758561,0.847582423
cystine,1.156075292,1.010768371,1.600890239,0.928410797,0.698635107,0.945127159,0.966209028,0.841003128,0.873300948,1.055249319,0.556970818,0.920338849,0.989231629,1.181599239,1.052336854,1.2310765,1.41855354,1.383856468,0.911675292,1.135396337
glucose 6-phosphate,6.309436013,1.91775597,0.811056697,1.566330277,3.442841555,0.775279415,1.593723541,3.95887397,1.528017359,1.222894248,0.996963838,0.717567359,0.934051139,0.831007215,1.003036162,0.622729013,1.170560383,0.634526593,0.948257664,0.725383044
sphingosine,1.585832314,1.568126025,3.733379549,1.291230987,1.387383152,0.846802627,1.390655438,2.622460266,1.887499687,1.350417657,0.695153082,0.730125635,1.045898543,0.746397642,0.887360907,0.907109275,0.703335124,0.798057435,0.954101457,0.616847092
deoxycholate,0,2.320261949,0,0.963432719,0.921099072,0.994508694,0,0.896003204,1.310381759,1.692934888,1,0,2.195408335,1.629495737,0,0,0.720410316,1.063485515,0,0.856390531
cystathionine,0.590996541,0.60678439,0.992784729,1.131613292,0.806653381,1.042149078,0.969025756,1.1984045,0.787219944,1.007215271,1.321514543,1.05639454,0.90696391,1.237468804,1.085271162,0.766835615,1.270126883,0.785087259,1.396225276,0.79887909
sphinganine,1.946757191,1.407613216,5.550292237,1.373003528,1.477143376,0.818466235,1.517544051,2.585912501,2.107764936,1.403315476,0.73560861,0.729951728,1.077753659,0.776575506,0.922246341,0.790265905,0.476091291,0.791689971,0.798197248,0.469574435
flavin adenine dinucleotide (FAD),1.028453544,0.971546456,1.550264534,1.079782504,1.061901354,0.860427028,1.03369932,1.134414027,1.413110847,1.131243207,0.908758829,0.846950294,0.939844244,0.769434372,1.046667046,0.621423845,0.802951048,0.60530027,1.141219763,0.673345649
fumarate,0.928567876,1.397319801,1.723365151,1.539793662,2.507401502,1.130304583,1.122475795,1.831357114,0.921823065,0.978804877,1.021195123,0.86737469,1.12458681,1.080964918,0.77815794,0.575063815,0.534898597,0.648001994,0.885150006,0.639972392
gamma-glutamylglutamate,0.976206374,1.094278379,1.203620513,1.369279981,1.768570625,0.861101674,1.188362575,1.733397319,1.023793626,0.877213044,0.629494748,0.906533101,1.184074444,1.171192044,0.744271678,0.676248908,0.723017264,0.808521809,1.138576277,0.805759812
gluconate,0.866021003,1.051343873,0.935646359,1.178068328,1.139473197,0.778288058,1.14417948,1.505029679,0.977770736,1.095295616,0.919647828,0.881825534,1.066429,1.022229264,1.039587103,0.61402896,0.788920109,0.761269814,1.155764033,0.838091623
glutarate (C5-DC),0.392909005,1.281737522,0.854676667,1.222434814,0.957584916,0.430731076,1.33182558,1.738665683,1.042796744,0.888534089,1.220102328,1.056934237,1.32983798,1.40234258,0.992580551,0.747916707,0.791966819,0.551329821,1.007419449,0.615494168
glycine,0.907111092,1.345872256,1.126864068,1.083148686,1.523136527,1.137953796,0.955906551,1.249636108,0.948185537,1.067471094,0.968311681,0.975308114,0.972737732,0.920281727,0.94009822,0.950958258,1.172643537,1.503286473,0.979619114,1.020380886
guanidinoacetate,0.833195875,2.05796761,1.057394913,1.14465068,2.103742252,0.964089814,0.944792997,0.559058993,1.113272348,1.423736079,0.842545932,0.949983282,1.035910186,0.93481023,0.850862047,0.928008162,1.15655387,1.40450442,1.218280022,0.766053103
histamine,22.66737023,1.897814479,0.839766816,1.477469515,2.84595388,0.858659032,1.023810641,1.476950798,1.738945486,0.968091233,0.976189359,1.091755729,0.825671026,0.799834147,1.44581584,1.245705442,0.345738459,0.78406959,0.593485496,0.68723163
histidine,0.92443256,1.169459467,0.967325207,1.085251447,1.158234325,0.915610613,1.104249728,1.104714431,0.97949972,0.933057358,1.126030935,0.960709935,1.075943453,0.948294849,1.015157301,1.014096022,1.077579633,0.812295851,0.985903978,0.955369578
hypotaurine,0.893489278,1.650967187,0.897215869,1.526483039,1.358868412,0.825427736,1.267127229,0.913410554,1.109586493,1.066427315,0.52795943,1.01670253,1.476677286,0.98329747,0.895567806,0.951536373,0.873975918,1.604489333,1.502472352,0.975024355
inosine,1.578581922,0.882344799,16.24640465,1.182111631,0.999972897,2.280612338,0.416320002,1.717170444,1.106961713,0.886669244,1.142860864,0.823417469,0.953563141,0.699108508,1.268135023,1.000027103,0.44216799,0.985710703,0.990563533,1.250027564
myo-inositol,1.238160618,2.090523496,1.186883678,0.968583908,2.038354948,1.704297029,1.147273622,1.298322631,1.438610067,0.865587076,0.947759178,0.754811404,0.951366779,0.942747922,0.790936316,0.562985008,0.645192312,0.678809367,1.069409506,1.031416092
isoleucine,0.86639195,1.259868863,0.947537142,1.057181352,1.395965311,1.11835009,1.080721034,0.946852653,0.984423655,0.972926946,1.054295926,0.96398503,1.029625085,1.036034061,0.844112362,0.773264471,0.879990674,0.818096092,1.070283587,1.015576345
2-aminoadipate,0.92783204,1.327154448,1.962854104,1.041397692,2.693242437,0.747545465,2.076016851,1.084395485,0.711184081,0.896519786,0.729978475,1.392980028,1.107284121,1.408737207,0.760483616,1.368333737,0.792742501,0.711568297,0.958602308,0.635806575
citrulline,0.84874316,1.548322766,1.053414172,0.973419363,1.663188551,1.148315317,0.957403169,0.914036616,0.905628841,1.045979202,1.001316949,1.070162691,1.217364673,1.124109926,0.92802697,0.998683051,1.114694515,0.862172165,0.92342108,0.858734087
leucine,0.749998528,1.170903741,0.996319181,1.129964569,1.320782591,0.984021319,1.205747562,1.041401407,1.141752148,1.003680819,1.134232396,0.93209835,0.963041105,1.028450364,0.871341541,0.949938236,0.872763182,0.743728291,1.008815799,0.85599338
lysine,0.799801465,0.732396396,0.840131592,1.277742957,0.901338041,0.559582789,1.211209143,1.163077683,1.221905693,1.239882159,1.002241007,1.072857492,1.080811443,1.093961572,0.99255629,0.997758993,0.851224975,0.799480213,1.011854601,0.638224391
malate,0.911124927,1.323243583,1.533532017,1.499979403,2.404924996,0.99416078,1.159583003,1.823949328,0.909238358,1.031842326,1.00583922,0.852503417,1.10370843,1.057593042,0.742108695,0.658552186,0.589982775,0.67517321,0.965947153,0.641058532
methionine,0.650855342,0.601363244,0.721591145,1.377599208,0.67678243,0.436952209,1.265470369,0.920321247,1.23474672,0.954379158,1.360673013,1.313950468,1.591159276,1.597490795,1.309116674,0.872970217,1.143868647,0.471884817,0.810585636,1.045620842
methylmalonate (MMA),0.654993754,1.543465008,1.152631913,1.004483991,1.60632011,1.063252562,1.157062157,1.512259636,0.894803411,0.830948767,1.244936782,0.942606011,0.996675422,1.003324578,1.028379583,0.907777509,0.735194245,0.767439983,0.785155024,0.728134841
palmitate (16:0),1.164305915,0.763475607,1.147512838,0.949986358,1.153631979,1.063654645,1.002099838,1.140699196,1.038230941,0.981147654,0.657378392,0.930486283,0.935403301,0.997900162,0.824816816,0.862317225,1.12105808,1.223582914,0.900963318,1.195550648
nicotinamide,1.302905946,1.369048147,2.867948093,1.139031662,1.739847907,1.096148318,0.99986109,1.68572849,0.972561164,1.007685053,1.044133895,0.766382735,1.00013891,0.657906774,0.807391036,0.823886793,0.811651858,0.842811049,0.789146471,0.686318101
pelargonate (9:0),0.35545833,0.570547276,0.362941599,0.351931917,1.571933172,0.757265082,0.768171496,1.224086877,0.484167524,0.445256221,1.09320983,1.23755334,1.496255007,1.22758487,0.947462925,1.311395948,1.055891844,1.020060151,0.984464628,1.015535372
stearate (18:0),1.083601253,0.893536406,1.151739869,0.985360776,1.094866552,0.960672288,1.05908781,1.072799483,1.210075893,1.089889763,0.810082021,0.943983139,0.949208819,0.9301543,0.930769429,0.968186802,1.025024587,1.118244792,0.903474469,1.014639224
ornithine,1.556468079,2.501458431,1.472566971,1.693749833,3.189264837,1.170716826,1.415357187,2.224363453,1.59634336,1.757091376,0.829283174,0.761411259,0.774664249,0.762164033,0.614922951,0.684649926,0.670066971,0.553250318,0.755632481,0.545591351
orotate,0.58752628,1.395140094,0.885817612,0.920758936,1.254529751,0.748962837,1.126680243,0.794545446,0.792984115,0.896046264,0.993190959,0.979831788,1.006809041,1.094993117,1.03191364,0.813845456,2.2295095,1.651632578,1.942921631,2.104254106
"glutathione, oxidized (GSSG)",0.256674107,0.830987623,0.116080663,2.039205594,1.864240257,1.169012377,1.849574244,1.703803189,1.919539158,1.314083457,0.757877996,0.816535697,1.291277873,1.188582568,0.73469747,0.437106881,0.556721172,0.428211378,1.900024681,0.769312185
palmitoleate (16:1n7),2.097306126,0.453363529,2.787658578,1.042998484,0.792174187,2.183887509,0.685004118,0.89740794,1.283800612,1.122209016,0.44213599,0.982190082,0.738524575,1.095719766,0.488078996,1.017809918,0.833523531,2.404097147,0.753052978,1.491702821
phenylalanine,0.889401312,1.08382958,1.036753912,1.161400279,1.116409667,0.935877128,0.936192117,1.070294973,1.027034836,0.900043429,1.116368157,1.002100025,1.050646031,0.995623468,0.997899975,0.980490891,0.969101034,0.799158617,1.008242818,0.934041792
phosphate,1.14801343,0.881280459,1.625801059,1.194396767,1.071782109,0.736647987,1.078081817,1.598682541,1.07713775,1.031107526,1.130390289,0.872065638,0.885083062,0.791160125,0.859211136,0.887968065,0.771783115,0.968892474,1.175651869,0.844567361
phosphoenolpyruvate (PEP),3.825113142,1.381400756,5.073612314,1.60528183,2.723060032,0.458138449,1.989154374,4.237142069,1.794251605,1.006203787,0.934345468,0.80926363,0.993796213,0.77878378,0.885165412,0.810627695,1.156912505,0.7298294,0.961290647,0.696780951
proline,0.882720231,0.897787969,0.713867143,1.193727409,1.003530217,0.554182444,1.159344476,1.121355791,1.036409738,0.996469783,1.089550125,1.006542987,1.350408988,1.156038528,0.958549623,0.922423435,1.014755815,0.621806318,0.916533243,0.731600523
lactate,0.788690183,1.037158928,1.092937683,1.114560965,1.167346168,0.896748559,1.149068076,1.262879247,0.94727844,0.978672961,1.144234252,0.969093927,1.163595151,1.021327039,0.962183926,0.948268474,0.891695747,0.829380181,1.15792325,0.938234441
pyridoxal,1.007995488,1.150633808,1.007562086,1.718062968,0.991135306,1.195507113,1.053914707,0.804243482,0.967233495,1.201222377,1.212287887,0.992437914,1.274945341,1.340730913,0.893378583,0.738077203,0.395799412,0.245544112,0.683158387,0.381053925
retinol (vitamin A),0.838845399,0.851306548,0.723700929,0.986419206,0.821306633,0.751041286,1.282172917,0.866656255,0.752178824,1.129886904,0.971446514,1.117592677,1.013580794,1.039846097,0.818700227,1.164859187,1.983561281,1.604561482,1.715638551,1.755451499
riboflavin (vitamin B2),0.813863573,1.013892079,1.090901165,1.339789273,1.614246058,0.874628101,1.248928238,1.486650375,0.809719059,0.908023613,1.138441995,0.986107921,1.207907927,1.159518821,1.025467659,0.844553735,0.458527182,0.629387719,0.742831167,0.647759195
salicylate,6.28336958,26.20046067,4.392893609,1.403196568,26.70540338,4.207166551,0.70391876,0.774759063,1.150537737,0.543190628,2.017127105,0.835743239,1.014069264,0.985930736,1.142887239,0.743051217,0.304479751,0.503765354,0.392190849,0.237246034
serine,0.747264297,1.082794721,0.972242676,1.096540092,1.108583301,0.782459312,1.060557669,1.138885782,1.044232206,1.131281959,0.82494743,1.023489278,1.085238881,1.054948868,0.870828865,0.976510722,0.919458051,0.890412304,0.811793798,0.74492717
serotonin,0.644667639,1.168200856,0.471225615,1.044958769,1.051292721,1.469121249,0.721176656,1.138388645,0.963373831,1.001325503,1.071871696,0.95160643,0.998674497,0.79951198,0.987686239,1.024575754,1.017241591,1.036397207,0.954585026,0.882562995
spermine,1.30548284,0.69451716,0,0,0.594156124,0,0,1.553884025,0,0,0,0,0,0,0,0,0,0,0,0
taurine,1.104846946,1.211670832,0.953918257,0.996912529,1.099778443,0.903190149,1.003087471,1.006834363,0.912998462,0.910437344,0.936800468,1.021213117,0.893536663,0.981254739,0.97722672,0.958563569,1.098336657,1.163774032,1.168155157,1.14143821
myristate (14:0),1.288363456,0.504212415,1.265920614,1.010825597,0.72825661,1.029073631,0.671178556,0.994668035,1.030334543,0.995217766,0.597432073,1.044042019,0.793313297,1.004782234,0.718394335,1.142764833,0.794087782,1.821946918,0.674987492,1.381819609
urea,0.815399361,1.222127625,0.717320034,1.060628174,1.741518933,0.949910683,1.229275464,0.835938255,0.825292332,1.043734669,1.275722868,1.072031191,1.00558139,1.18638941,0.927050577,0.797661877,1.123319422,0.732679099,0.99441861,0.84053338
uridine,0.852358006,1.003547594,1.431586229,1.538427185,1.438075682,1.121117206,1.02455741,1.000499045,0.999500955,0.964430684,0.7346406,0.958042697,1.043240043,1.174642655,0.90947401,0.724656393,0.939221996,0.941045196,1.384999861,0.96087177
2'-deoxyuridine,0.746963033,1.019872819,0.986107708,1.363578572,0.766383037,0.722186427,1.456857292,0.828407092,1.097856181,1.055013898,0.845138933,1.018250384,1.128760391,1.068256125,1.146705611,0.922728177,0.858175099,0.743151881,1.013892292,0.709036697
trans-urocanate,2.224711006,2.95188385,0.820084211,1.599546491,6.659819698,1.685773562,0.952161153,3.571008333,1.585223037,2.122685759,1.671328149,0.978874272,0.801664465,1.021125728,0.709259842,0.784437435,0.659464136,0.520804772,0.400922073,0.657977289
glutamate,1.161099053,1.118229236,1.278621769,1.084021393,1.345546895,0.566499143,1.191496166,1.532151934,0.949187261,0.82317768,0.759542089,0.802668854,1.02764278,0.898863452,0.798277186,0.83930691,0.97235722,1.103950559,1.076736367,0.828587408
glutamine,0.905403268,1.207160906,1.006774192,0.992067459,1.079624448,1.00656467,0.920831871,0.99343533,0.873499856,0.987456061,1.283441213,1.106545,1.084237195,1.086805131,0.985882748,0.942612615,1.048693567,0.844816474,0.885805197,1.035913564
threonine,0.666565234,0.965186422,0.837342825,1.275911673,1.003335901,0.557748566,1.258736045,0.977034346,1.081641197,1.119689098,0.996664099,1.116350757,1.300325707,1.269232694,1.032816166,1.133220873,0.953412607,0.88706442,0.858056517,0.607734619
tryptophan,0.936775792,1.166640572,1.00998409,1.184051525,1.191956411,0.869951783,1.026993779,1.02615222,0.992724711,0.985074283,0.957695939,1.169992161,1.113197445,1.196617476,0.977870725,0.996211279,0.913603351,1.003788721,0.959045722,0.853003024
valine,0.791569882,1.163958065,0.823402887,0.770694381,1.546911857,0.863565737,1.219884303,1.02211059,1.063081439,1.082883616,1.009716414,1.007213933,1.076173788,1.087440067,0.852556196,0.918337559,0.835917086,0.7826042,0.992786067,0.77138813
pyridoxamine,1.020623202,1.444076946,0.967173874,1.787941709,1.298083504,1.325578624,0.822469616,0.976675547,0.757509248,1.049242168,1.016526267,1.014220484,1.335667914,0.808669178,0.847053461,0.985779516,0.274137919,0,0.93487653,0
glucose,0.85246394,0.744134412,1.111837851,1.0482485,0.800371622,1.233466636,0.856734267,0.973204554,1.170601573,1.18963895,0.888214618,0.934699121,0.973560187,1.030041154,1.09710557,0.783622391,1.026439813,0.874019228,1.357337244,1.322178685
adenosine,2.242724554,1.248793795,39.93664826,1.135230208,1,1.038175269,0.849403658,1.281869883,1.228514653,0.612764023,0.703016787,0.73026272,0,0.447066109,0,0,1.433820388,0.694484183,0.632320029,0.753765594
betaine,0.911164563,1.975591192,1.294562038,1.014129301,1.864185302,1.930615547,0.871325988,1.06550018,1.103089571,1.137644593,0.927423523,0.943179899,1.216713462,0.860335044,0.981709503,1.108492051,0.896981671,0.924304753,0.985870699,0.791810218
cysteine,0.920671999,0.95196744,2.699689726,1.594118721,0.831909766,0.57578325,1.557902206,1.186108612,1.256647881,1.233904216,0.971033262,1.016404942,1.102525464,0.946187794,0.701899323,0.983595058,0.900044908,1.092066414,1.263703128,0.754680426
mannose,0.965054915,0.942072166,1.223944712,1.034945085,0.706548072,2.062618494,0.681436815,0.926573744,1.402375528,1.330622642,0.855311997,0.868147789,0.916838307,0.72221988,1.257851116,0.923013626,1.230390177,1.292223901,1.240040916,1.46436432
dimethylglycine,0.856043521,1.371763389,1.022650976,0.847569114,1.484014947,1.098382009,1.099736934,1.001792695,1.26629011,1.048570657,0.9753303,0.998207305,0.858898908,0.975697846,0.828538353,1.065997187,0.61790663,0.739981936,1.068621835,0.742944815
